LID,Glottocode,Language,HasHeadMarkingForA,HasHeadMarkingForP,HasHeadMarkingForPOSS,HasHeadMarkingForS,HasHeadMarkingForATTR,HasDependentMarkingForA,HasDependentMarkingForP,HasDependentMarkingForPOSS,HasDependentMarkingForS,HasDependentMarkingForATTR,HasHeadMarkingForSAndA,HasHeadMarkingForSOrA,HasHeadMarkingForAAndP,HasHeadMarkingForAOrP,HasDependentMarkingForSAndA,HasDependentMarkingForSOrA,HasDependentMarkingForAAndP,HasDependentMarkingForAOrP,LocusOfMarkingForUStim,LocusOfMarkingForADefault,LocusOfMarkingForSDefault,LocusOfMarkingForAct,LocusOfMarkingForUDefault,LocusOfMarkingForSDefaultIfOther,LocusOfMarkingForAExp,LocusOfMarkingForAAnim,LocusOfMarkingForTDefault,LocusOfMarkingForBDefault,LocusOfMarkingForGDefault,LocusOfMarkingForPat,LocusOfMarkingForUEmp,LocusOfMarkingForUDef,LocusOfMarkingForTDef,LocusOfMarkingForTEmp,LocusOfMarkingForUDefaultIfOther,LocusOfMarkingForBRec,LocusOfMarkingForBBen,LocusOfMarkingForLocative,LocusOfMarkingForIDefault,LocusOfMarkingForAPoss,LocusOfMarkingForURef,LocusOfMarkingForPOSSDefault,LocusOfMarkingForATTRDefault,LocusOfMarkingForPOSSDefaultIfOther,LocusOfMarkingForPOSSDefaultIfN,LocusOfMarkingForPOSSDefaultIfNAlien,LocusOfMarkingForPOSSDefaultIfPro,LocusOfMarkingForATTRDefaultIfOther,LocusOfMarkingForSDefaultIfPro,LocusOfMarkingForADefaultIfPro,LocusOfMarkingForUDefaultIfPro,LocusOfMarkingForPOSSDefaultIfNInal,LocusOfMarkingForSDefaultIfNOrPro,LocusOfMarkingForADefaultIfNOrPro,LocusOfMarkingForPOSSDefaultIfNOrPro,LocusOfMarkingForBDefaultIfOther,LocusOfMarkingForTDefaultIfOther,LocusOfMarkingForADefaultIfOther,LocusOfMarkingForBDefaultIfPro,LocusOfMarkingForUDefaultIfSAP,LocusOfMarkingForPOSSDefaultIf1PERS,LocusOfMarkingForSDefaultIfSAP,LocusOfMarkingForADefaultIfSAP,LocusOfMarkingForUDefaultIf1PERS,LocusOfMarkingForPOSSDefaultIfNKin,LocusOfMarkingForUDefaultIfN,LocusOfMarkingForUDefaultIfNAnim,LocusOfMarkingForADefaultIfN,LocusOfMarkingBinned5ForUStim,LocusOfMarkingBinned5ForADefault,LocusOfMarkingBinned5ForSDefault,LocusOfMarkingBinned5ForAct,LocusOfMarkingBinned5ForUDefault,LocusOfMarkingBinned5ForSDefaultIfOther,LocusOfMarkingBinned5ForAExp,LocusOfMarkingBinned5ForAAnim,LocusOfMarkingBinned5ForTDefault,LocusOfMarkingBinned5ForBDefault,LocusOfMarkingBinned5ForGDefault,LocusOfMarkingBinned5ForPat,LocusOfMarkingBinned5ForUEmp,LocusOfMarkingBinned5ForUDef,LocusOfMarkingBinned5ForTDef,LocusOfMarkingBinned5ForTEmp,LocusOfMarkingBinned5ForUDefaultIfOther,LocusOfMarkingBinned5ForBRec,LocusOfMarkingBinned5ForBBen,LocusOfMarkingBinned5ForLocative,LocusOfMarkingBinned5ForIDefault,LocusOfMarkingBinned5ForAPoss,LocusOfMarkingBinned5ForURef,LocusOfMarkingBinned5ForPOSSDefault,LocusOfMarkingBinned5ForATTRDefault,LocusOfMarkingBinned5ForPOSSDefaultIfOther,LocusOfMarkingBinned5ForPOSSDefaultIfN,LocusOfMarkingBinned5ForPOSSDefaultIfNAlien,LocusOfMarkingBinned5ForPOSSDefaultIfPro,LocusOfMarkingBinned5ForATTRDefaultIfOther,LocusOfMarkingBinned5ForSDefaultIfPro,LocusOfMarkingBinned5ForADefaultIfPro,LocusOfMarkingBinned5ForUDefaultIfPro,LocusOfMarkingBinned5ForPOSSDefaultIfNInal,LocusOfMarkingBinned5ForSDefaultIfNOrPro,LocusOfMarkingBinned5ForADefaultIfNOrPro,LocusOfMarkingBinned5ForPOSSDefaultIfNOrPro,LocusOfMarkingBinned5ForBDefaultIfOther,LocusOfMarkingBinned5ForTDefaultIfOther,LocusOfMarkingBinned5ForADefaultIfOther,LocusOfMarkingBinned5ForBDefaultIfPro,LocusOfMarkingBinned5ForUDefaultIfSAP,LocusOfMarkingBinned5ForPOSSDefaultIf1PERS,LocusOfMarkingBinned5ForSDefaultIfSAP,LocusOfMarkingBinned5ForADefaultIfSAP,LocusOfMarkingBinned5ForUDefaultIf1PERS,LocusOfMarkingBinned5ForPOSSDefaultIfNKin,LocusOfMarkingBinned5ForUDefaultIfN,LocusOfMarkingBinned5ForUDefaultIfNAnim,LocusOfMarkingBinned5ForADefaultIfN,LocusOfMarkingBinned6ForUStim,LocusOfMarkingBinned6ForADefault,LocusOfMarkingBinned6ForSDefault,LocusOfMarkingBinned6ForAct,LocusOfMarkingBinned6ForUDefault,LocusOfMarkingBinned6ForSDefaultIfOther,LocusOfMarkingBinned6ForAExp,LocusOfMarkingBinned6ForAAnim,LocusOfMarkingBinned6ForTDefault,LocusOfMarkingBinned6ForBDefault,LocusOfMarkingBinned6ForGDefault,LocusOfMarkingBinned6ForPat,LocusOfMarkingBinned6ForUEmp,LocusOfMarkingBinned6ForUDef,LocusOfMarkingBinned6ForTDef,LocusOfMarkingBinned6ForTEmp,LocusOfMarkingBinned6ForUDefaultIfOther,LocusOfMarkingBinned6ForBRec,LocusOfMarkingBinned6ForBBen,LocusOfMarkingBinned6ForLocative,LocusOfMarkingBinned6ForIDefault,LocusOfMarkingBinned6ForAPoss,LocusOfMarkingBinned6ForURef,LocusOfMarkingBinned6ForPOSSDefault,LocusOfMarkingBinned6ForATTRDefault,LocusOfMarkingBinned6ForPOSSDefaultIfOther,LocusOfMarkingBinned6ForPOSSDefaultIfN,LocusOfMarkingBinned6ForPOSSDefaultIfNAlien,LocusOfMarkingBinned6ForPOSSDefaultIfPro,LocusOfMarkingBinned6ForATTRDefaultIfOther,LocusOfMarkingBinned6ForSDefaultIfPro,LocusOfMarkingBinned6ForADefaultIfPro,LocusOfMarkingBinned6ForUDefaultIfPro,LocusOfMarkingBinned6ForPOSSDefaultIfNInal,LocusOfMarkingBinned6ForSDefaultIfNOrPro,LocusOfMarkingBinned6ForADefaultIfNOrPro,LocusOfMarkingBinned6ForPOSSDefaultIfNOrPro,LocusOfMarkingBinned6ForBDefaultIfOther,LocusOfMarkingBinned6ForTDefaultIfOther,LocusOfMarkingBinned6ForADefaultIfOther,LocusOfMarkingBinned6ForBDefaultIfPro,LocusOfMarkingBinned6ForUDefaultIfSAP,LocusOfMarkingBinned6ForPOSSDefaultIf1PERS,LocusOfMarkingBinned6ForSDefaultIfSAP,LocusOfMarkingBinned6ForADefaultIfSAP,LocusOfMarkingBinned6ForUDefaultIf1PERS,LocusOfMarkingBinned6ForPOSSDefaultIfNKin,LocusOfMarkingBinned6ForUDefaultIfN,LocusOfMarkingBinned6ForUDefaultIfNAnim,LocusOfMarkingBinned6ForADefaultIfN
429,zuni1245,Zuni,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,H,H,,H+D,H+D,,,,H+D,,,,,,,,,,,,,,H,,D,,,,,,,,,,,,,,H+D,,,,,,,,,,,,H,H,,2,2,,,,2,,,,,,,,,,,,,,H,,D,,,,,,,,,,,,,,2,,,,,,,,,,,,H,H,,2,2,,,,2,,,,,,,,,,,,,,H,,D,,,,,,,,,,,,,,2,,,,,,,,,,
432,coos1249,Hanis (Coos),TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,,H+D,H,,H,,,,,,,,,,,,,,,,,,,H,,F,,,,,,,,,,,,,,,,,,,,,,,,,,2,H,,H,,,,,,,,,,,,,,,,,,,H,,FloatingorClitic,,,,,,,,,,,,,,,,,,,,,,,,,,2,H,,H,,,,,,,,,,,,,,,,,,,H,,F,,,,,,,,,,,,,,,,,,,,,,,,
433,gily1242,Nivkh,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,Ø,H,,HH,,,,,,,,,,,,,,,,,,,H,H,,,,D on H,,,,,,,,,,,,,,,,,,,,,,,Ø,H,,H,,,,,,,,,,,,,,,,,,,H,H,,,,FloatingorClitic,,,,,,,,,,,,,,,,,,,,,,,Ø,H,,H,,,,,,,,,,,,,,,,,,,H,H,,,,D on H,,,,,,,,,,,,,,,,,,,,,
438,maib1239,Maybrat,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,H,H,,P,,,,,D,,,,,,,,,,,,,,D,,,,,,,,,,H,,,,,,,,,,,,,,,,,,H,H,,,,,,,D,,,,,,,,,,,,,,D,,,,,,,,,,H,,,,,,,,,,,,,,,,,,H,H,,,,,,,D,,,,,,,,,,,,,,D,,,,,,,,,,H,,,,,,,,,,,,,,,,
442,sius1254,Siuslaw (Lower Umpqua),TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,H+D,H+D,,H+D,,,,,,,,,,,,,,,,,,,D,,,,,H+D,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,,,,,,,,,,,,,,,,,,,D,,,,,2,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,,,,,,,,,,,,,,,,,,,D,,,,,2,,,,,,,,,,,,,,,,,,,,,
443,koyr1240,Songhai (Koyra Chiini),FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,,d,d,,d,,,,,D,,,,,,,,,,,,,,d,Ø,,,,,,,,,,,,,,,,,,,,,,,,,,,D,D,,D,,,,,D,,,,,,,,,,,,,,D,Ø,,,,,,,,,,,,,,,,,,,,,,,,,,,D,D,,D,,,,,D,,,,,,,,,,,,,,D,Ø,,,,,,,,,,,,,,,,,,,,,,,,,
454,rama1270,Rama,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,H,H,,h+d,,,,,D,,,,,,,,,,,,,,H/D/DH,Ø,,,,,,,,,,,,,,,,,,,,,,,,,,,H,H,,2,,,,,D,,,,,,,,,,,,,,2,Ø,,,,,,,,,,,,,,,,,,,,,,,,,,,H,H,,2,,,,,D,,,,,,,,,,,,,,,Ø,,,,,,,,,,,,,,,,,,,,,,,,,
455,cent2127,Yup’ik (Central),TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,H+D,H+D,,H+D,,,,,,,,,,,,,,,,,,,D,,,,,H,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,,,,,,,,,,,,,,,,,,,D,,,,,H,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,,,,,,,,,,,,,,,,,,,D,,,,,H,,,,,,,,,,,,,,,,,,,,,
456,west2369,Persian,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,H+D,H+D,,H+D,,,,,D,,,,,,,D,,,,,,,H,H,,,,H,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,,,,,D,,,,,,,D,,,,,,,H,H,,,,H,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,,,,,D,,,,,,,D,,,,,,,H,H,,,,H,,,,,,,,,,,,,,,,,,,,,
460,popt1235,Jacaltec,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,H,H,,H,,,,,D on H,,,,,,,,,,,,,,H,Ø,,,,,,,,,,,,,,,,,,,,,,,,,,,H,H,,H,,,,,FloatingorClitic,,,,,,,,,,,,,,H,Ø,,,,,,,,,,,,,,,,,,,,,,,,,,,H,H,,H,,,,,D on H,,,,,,,,,,,,,,H,Ø,,,,,,,,,,,,,,,,,,,,,,,,,
461,onei1249,Oneida,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,H,H,,H,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,H,,H,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,H,,H,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,,,,,,
463,nucl1310,Burmese,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,,d,d,,d,,,,d,d,,,,,,,,,,,,,,d,Ø,,,,,,,,,,,,,,,,,,,,,,,,,,,D,D,,D,,,,D,D,,,,,,,,,,,,,,D,Ø,,,,,,,,,,,,,,,,,,,,,,,,,,,D,D,,D,,,,D,D,,,,,,,,,,,,,,D,Ø,,,,,,,,,,,,,,,,,,,,,,,,,
464,mode1248,Greek (modern),TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,,H+D,H+D,,h+D,,,,,,,,,,,,,,,,,,,h+D,D,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,D,,,,,,,,,,,,,,,,,,,D,D,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,,,,,,,,,,,,,,,,,,,2,D,,,,,,,,,,,,,,,,,,,,,,,,,
465,mari1440,Maricopa,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,H+D,H+D,,H+D,,,,,,,,,,,,,,,,,,,H,Ø,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,,,,,,,,,,,,,,,,,,,H,Ø,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,,,,,,,,,,,,,,,,,,,H,Ø,,,,,,,,,,,,,,,,,,,,,,,,,
466,sang1328,Sango,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,h,h,,Ø,,,,,D,,,,,,,,,,,,,,D,Ø,,,,,,,,,,,,,,,,,,,,,,,,,,,H,H,,Ø,,,,,D,,,,,,,,,,,,,,D,Ø,,,,,,,,,,,,,,,,,,,,,,,,,,,H,H,,Ø,,,,,D,,,,,,,,,,,,,,D,Ø,,,,,,,,,,,,,,,,,,,,,,,,,
469,awac1239,Awa Pit,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,,h+D,h+D,,h+D,,,,,h+D,,,,,,,,,,,,,,d,Ø,,,,,,,,,,,,,,,,,,,,,,,,,,,D,D,,D,,,,,D,,,,,,,,,,,,,,D,Ø,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,,,,,2,,,,,,,,,,,,,,D,Ø,,,,,,,,,,,,,,,,,,,,,,,,,
481,svan1243,Svan,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,H+D,H+D,,H+D,,,,,H+D,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,,,,,2,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,,,,,2,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,
491,mala1537,Malagasy,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,H+F,H+F,,d,,,,,d,,,,,,,,,,,,,,f,Ø,,,,H,,,,D,,,,,,,,D,,,,,,,,,,,H,H,,D,,,,,D,,,,,,,,,,,,,,FloatingorClitic,Ø,,,,H,,,,D,,,,,,,,D,,,,,,,,,,,H,H,,D,,,,,D,,,,,,,,,,,,,,F,Ø,,,,H,,,,D,,,,,,,,D,,,,,,,,,
492,copa1236,Zoque (Copainalá),TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,H+D,H+D,,H+D,,,,,H+D,,,,,,,,,,,,,,H+D,D,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,,,,,2,,,,,,,,,,,,,,2,D,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,,,,,2,,,,,,,,,,,,,,2,D,,,,,,,,,,,,,,,,,,,,,,,,,
493,bara1380,Barasano,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,H,H,,H+D,,,,,D,,,,,,,,,,,,,,H,D,Ø,,,,,,,,,,,,,,,,,,,,,,,,,,H,H,,2,,,,,D,,,,,,,,,,,,,,H,D,Ø,,,,,,,,,,,,,,,,,,,,,,,,,,H,H,,2,,,,,D,,,,,,,,,,,,,,H,D,Ø,,,,,,,,,,,,,,,,,,,,,,,,
494,viet1252,Vietnamese,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Ø,Ø,,Ø,,,,,,,,,,,,,,,,,,,Ø,Ø,,,,,,,,,,,,,,,,,,,,,,,,,,,Ø,Ø,,Ø,,,,,,,,,,,,,,,,,,,Ø,Ø,,,,,,,,,,,,,,,,,,,,,,,,,,,Ø,Ø,,Ø,,,,,,,,,,,,,,,,,,,Ø,Ø,,,,,,,,,,,,,,,,,,,,,,,,,
495,kron1241,Krongo,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,H,H,,P,,,,,D,,,,,,,,,,,,,,D,D,,,,,,,,,,,,,,,,,,,,,,,,,,,H,H,,,,,,,D,,,,,,,,,,,,,,D,D,,,,,,,,,,,,,,,,,,,,,,,,,,,H,H,,,,,,,D,,,,,,,,,,,,,,D,D,,,,,,,,,,,,,,,,,,,,,,,,,
496,indo1316,Indonesian,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Ø,Ø,,Ø,,,,,Ø,,,,,,,,,,,,,,Ø,Ø,,,,,,,,,,,,,,,,,,,,,,,,,,,Ø,Ø,,Ø,,,,,Ø,,,,,,,,,,,,,,Ø,Ø,,,,,,,,,,,,,,,,,,,,,,,,,,,Ø,Ø,,Ø,,,,,Ø,,,,,,,,,,,,,,Ø,Ø,,,,,,,,,,,,,,,,,,,,,,,,,
497,supy1237,Supyire,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Ø,Ø,,Ø,,,,,,,,,,,,,,,,,,,H,D,,,,,Ø,,,,,,,,,,,,,,,,,,,,,,Ø,Ø,,Ø,,,,,,,,,,,,,,,,,,,H,D,,,,,Ø,,,,,,,,,,,,,,,,,,,,,,Ø,Ø,,Ø,,,,,,,,,,,,,,,,,,,H,D,,,,,Ø,,,,,,,,,,,,,,,,,,,,
498,mezq1235,Otomi (Mezquital),TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,H,H,,H,,,,,H,,,,,,,,,,,,,,H,Ø,,,,,,,,,,,,,,,,,,,,,,,,,,,H,H,,H,,,,,H,,,,,,,,,,,,,,H,Ø,,,,,,,,,,,,,,,,,,,,,,,,,,,H,H,,H,,,,,H,,,,,,,,,,,,,,H,Ø,,,,,,,,,,,,,,,,,,,,,,,,,
499,buki1249,Bukiyip,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,H,H,,H,,,,,H,,,,,,,,,,,,,,DD,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,H,,H,,,,,H,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,H,,H,,,,,H,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,
500,hmon1264,Hmong Njua,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Ø,Ø,,Ø,,,,,,,,,,,,,,,,,,,d,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ø,Ø,,Ø,,,,,,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ø,Ø,,Ø,,,,,,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,
501,mani1292,Meithei,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,,d,d,,d,,,,,,,,,,,,,,,,,,,D,D,,,,,,,,,,,,,,,,,,,,,,,,,,,D,D,,D,,,,,,,,,,,,,,,,,,,D,D,,,,,,,,,,,,,,,,,,,,,,,,,,,D,D,,D,,,,,,,,,,,,,,,,,,,D,D,,,,,,,,,,,,,,,,,,,,,,,,,
502,nucl1301,Turkish,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,,H+D,H+D,,d,,,,,,,,,,,,,,,,,,,H+d,Ø,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,D,,,,,,,,,,,,,,,,,,,H,Ø,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,D,,,,,,,,,,,,,,,,,,,2,Ø,,,,,,,,,,,,,,,,,,,,,,,,,
503,yaqu1251,Yaqui,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,h+d,hh+d,,h+d,,,,d,d,,,,,,,,,,,,,,h+D,D,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,,,,D,D,,,,,,,,,,,,,,D,D,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,,,,D,D,,,,,,,,,,,,,,2,D,,,,,,,,,,,,,,,,,,,,,,,,,
504,greb1256,Grebo,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,,d,d,,d,,,,d,d,,,,,,,,,,,,,,D,d,,,,,,,,,,,,,,,,,,,,,,,,,,,D,D,,D,,,,D,D,,,,,,,,,,,,,,D,D,,,,,,,,,,,,,,,,,,,,,,,,,,,D,D,,D,,,,D,D,,,,,,,,,,,,,,D,D,,,,,,,,,,,,,,,,,,,,,,,,,
505,daga1275,Daga,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,H,H,,H,,,,Ø,H,,,,,,,,,,,,,,H,Ø,,,,,,,,,,,,,,,,,,,,,,,,,,,H,H,,H,,,,Ø,H,,,,,,,,,,,,,,H,Ø,,,,,,,,,,,,,,,,,,,,,,,,,,,H,H,,H,,,,Ø,H,,,,,,,,,,,,,,H,Ø,,,,,,,,,,,,,,,,,,,,,,,,,
511,kala1399,Greenlandic Eskimo (West),TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,H+D,H+D,,H+D,,,,,D,,,,,,,,,,,,,,H+D,,,,,,,,,,,,,,,,,,H,,H,H,,,,,,,2,2,,2,,,,,D,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,H,,H,H,,,,,,,2,2,,2,,,,,D,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,H,,H,H,,,,,
512,apur1254,Apurina,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,H,H,,H,,,,,D,,,,,,,,,,,,,,h,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,H,,H,,,,,D,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,H,,H,,,,,D,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,,,,,,
514,cent2142,Aymara,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,H+D,H+D,,H+D,,,,,D,,,,,,,,,,,,,,H+D,Ø,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,,,,,D,,,,,,,,,,,,,,2,Ø,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,,,,,D,,,,,,,,,,,,,,2,Ø,,,,,,,,,,,,,,,,,,,,,,,,,
515,bagi1246,Bagirmi,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,H,H,,d on h,,,,,,,,,,,,,,,,,,,Ø,,,,,H/D,,,,,,Ø,Ø,D,,,,,,,,,,,,,,,H,H,,FloatingorClitic,,,,,,,,,,,,,,,,,,,Ø,,,,,2,,,,,,Ø,Ø,D,,,,,,,,,,,,,,,H,H,,D on H,,,,,,,,,,,,,,,,,,,Ø,,,,,,,,,,,Ø,Ø,D,,,,,,,,,,,,,
518,brah1256,Brahui,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,,H+D,H+D,,D,,,,D,D,,,,,,,,,,,,,,D,D,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,D,,,,D,D,,,,,,,,,,,,,,D,D,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,D,,,,D,D,,,,,,,,,,,,,,D,D,,,,,,,,,,,,,,,,,,,,,,,,,
