"LID","AUTOTYPLabel","Behavior.binned4","Behavior.spreading.Presence","Behavior","Coexponence.CaseNumber.Presence","Coexponence.CaseReference.Presence","Domain","Exemplar","Polyexponence.Presence","Exponence.n","Exponence","Flexivity.Presence","FlexivityFormative","Form","Fusion.binned6","Fusion","Fusion.isolating.Presence","Fusion.nonlinear.Presence","Fusion.reduplicative.Presence","Fusion.tonal.Presence","FlexivityLexical.Presence","Locus.binned6","Locus","Locus.binned5","HostRestrictions.binned.restricted","MorphemeType","MorphemeType.Word.Presence","PersonPortmanteau.Presence","Placement","Position.post.Presence","Position.binned4","Position","Position.binned5","Position.pre.Presence.v1","Position.pre.Presence.v2","Position.simul.Presence.v1","Position.simul.Presence.v2","HostRestrictions","Slot","SourceOfMarking","FlexivityStem","OppositionWithZero.Presence","HostMacroCat","HostType","HostCat"
1413,"S/A-AGR",,,,,,"verbal",,TRUE,3,"Number;Person;Role",TRUE,"cat-based","-a ’1/3S/A’ (PFV)(agreement per marker)","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,FALSE,"H","H","H","restricted","formative",FALSE,FALSE,,TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,"restricted","1PFV","agree","none",FALSE,"verbal","terminal","V"
3206,"LOC",,,,,,"#ANY#",,FALSE,1,"Role",FALSE,"none","--ngka, etc.","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,FALSE,"D","D","D","restricted","formative",FALSE,,"following",TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,"restricted",,"assign","none",,,,"n/a"
1144,"NOM","initial",FALSE,"initial",,,"#ANY#",,FALSE,1,"Role",FALSE,"none","nrâ + N, Subject pronouns (sometimes without preposition)","isolating","isolating",TRUE,"linear","non-reduplicative",FALSE,FALSE,"D","D","D",,"PoSWd",TRUE,,"preceding",FALSE,"prae","prae","prae",TRUE,TRUE,FALSE,FALSE,,,"assign","none",,,,"#ANY#"
679,"GEN","final",FALSE,"final",,,"nominal",,FALSE,1,"Role",FALSE,"none",,"concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,FALSE,"D","D","D","restricted","formative",FALSE,,,TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,"restricted",,"assign","none",,"nominal","terminal","N_or_Pro"
497,"CONJ",,,,,,"#ANY#",,FALSE,1,"Connective",FALSE,"none","fó ‘till’","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,FALSE,"D","D","D","restricted","formative",FALSE,,,FALSE,"prae","prae","prae",TRUE,TRUE,FALSE,FALSE,"restricted",,,"none",,,"phrasal","S"
2259,"O-AGR",,FALSE,"inert",,,"verbal",,TRUE,3,"Number;Person;Role",TRUE,"lex-based","1sg	ą2	ði3	∅1pl	wa...api3pl	∅~wa","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,TRUE,"H","H","H","restricted","formative",FALSE,,,,,,,,,,,"restricted",,"agree","none",,"verbal","terminal","V"
502,"ACC","final",FALSE,"final",FALSE,FALSE,"#ANY#","CASE",FALSE,1,"Role",,,"-(y)I","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,,"D","D","D",,"formative",FALSE,,,TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,,,,,,,,"#ANY#"
2973,"DIR",,FALSE,"inert",,,"verbal",,FALSE,1,"Role",FALSE,"none","N: <zero>Pro: subject prefixes (Dorvlo 2008:57)","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,FALSE,"D","D","D","restricted","formative",FALSE,,,FALSE,"prae","prae","prae",TRUE,TRUE,FALSE,FALSE,"restricted",,"assign","none",,"verbal","terminal","V"
495,"GE","initial",FALSE,"initial",,,"nominal",,FALSE,1,"Role",,,"má-","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,,"D","D","D","restricted","formative",FALSE,,,FALSE,"prae","prae","prae",TRUE,TRUE,FALSE,FALSE,"restricted",,"assign",,,"nominal","terminal","N_or_Pro"
495,"POSS",,FALSE,"inert",,,"nominal",,FALSE,1,"Role",,,"ká-","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,,"D","D","D","restricted","formative",FALSE,,,FALSE,"prae","prae","prae",TRUE,TRUE,FALSE,FALSE,"restricted",,"assign",,,"nominal","terminal","N_or_Pro"
1036,"DIR",,FALSE,"inert",,,"verbal",,FALSE,1,"Direction",FALSE,"none","-yii (sf 1)","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,FALSE,"H","H","H","restricted","formative",FALSE,TRUE,,TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,"restricted","1","agree","none",TRUE,"verbal","terminal","V"
78,"PARTIT",,FALSE,"inert",,,"nominal",,FALSE,1,"Role",TRUE,"lex-based","-(t)a/-(t)ä","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,TRUE,"D","D","D","restricted","formative",FALSE,,,TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,"restricted",,"assign","none",,"nominal","terminal","N_or_Pro"
2047,"OBL",,FALSE,"inert",,,"nominal",,FALSE,1,"Role",FALSE,"none","kɒ","isolating","isolating",TRUE,"linear","non-reduplicative",FALSE,FALSE,"D","D","D","restricted","PoSWd",TRUE,,"preceding",FALSE,"prae","prae","prae",TRUE,TRUE,FALSE,FALSE,"restricted",,"agree","none",,"nominal","phrasal","NP"
659,"ERG",,,,FALSE,FALSE,"#ANY#","CASE",FALSE,1,"Role",FALSE,"none","-n / -an / -in (probably some other, not explained)","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,FALSE,"D","D","D",,"formative",FALSE,,,TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,,,"assign","none",,,,"#ANY#"
2869,"S/A-AGR",,,,,,"verbal",,TRUE,3,"Number;Person;Role",TRUE,"lex-based","-u’/-o’/-ou’/-ao’  ’1du’(agr per marker)","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,TRUE,"H","H","H","restricted","formative",FALSE,FALSE,,TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,"restricted","2","agree","none",FALSE,"verbal","terminal","V"
678,"G-AGR",,,,,,"verbal",,TRUE,3,"Number;Person;Role",FALSE,"none","all overt enclitics always precede the verb: =mi (1sg), =ti (2sg), =mu (3sgMASC), =ji/ja (3sgFEM), =mu/na (3sgNEU), =im (3pl)","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,FALSE,,,,"restricted","formative",FALSE,,"preceding",TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,"restricted","-1","agree","none",FALSE,"verbal","terminal","V"
1702,"NOM",,,,,,"#ANY#",,FALSE,1,"Role",FALSE,"none","zero",,"n/a",,"NA",,,FALSE,"D","D","D","restricted","n/a",,,,,,"n/a",,FALSE,FALSE,,,"restricted",,"assign","none",,,,"n/a"
118,"NEG",,FALSE,"inert",,,"verbal","NEG",TRUE,2,"Honorificity;Polarity",FALSE,"none","–en (formal), -nai (informal), –na (nonpolite)","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,FALSE,"n/a","<n.a.>","n/a","restricted","formative",FALSE,,,TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,"restricted",,"free","none",,"verbal","terminal","V"
361,"O-AGR",,FALSE,"inert",,,"verbal",,TRUE,4,"Gender;Number;Person;Role",FALSE,"none","ku... ni- ‘2pP/G’ (agr. per marker)","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,FALSE,"H","H","H","restricted","formative",FALSE,FALSE,,FALSE,"prae","prae","prae",TRUE,TRUE,FALSE,FALSE,"restricted","-1","agree","none",TRUE,"verbal","terminal","V"
2832,"S/A-AGR",,,,,,"nominal",,TRUE,3,"Number;Person;Role",FALSE,"none","various suffixes","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,FALSE,"D","D","D","restricted","formative",FALSE,,"following",TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,"restricted",,"assign","none",,"nominal","terminal","N_or_Pro"
2992,"NOM",,,"n/a",FALSE,FALSE,"#ANY#","CASE",FALSE,1,"Role",FALSE,"none","zero",,"n/a",,"NA",,,FALSE,"D","D","D",,"n/a",,,,,,"n/a",,FALSE,FALSE,,,,,"assign","none",,,,"#ANY#"
59,"AGR",,FALSE,"inert",,,"verbal",,TRUE,3,"Number;Person;Role",FALSE,"none",,"concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,FALSE,"H","H","H","restricted","formative",FALSE,,,FALSE,"prae","prae","prae",TRUE,TRUE,FALSE,FALSE,"restricted",,,"none",,"verbal","terminal","V"
53,"NEG",,FALSE,"inert",,,"verbal","NEG",FALSE,1,"Polarity",FALSE,"none","gan","isolating","isolating",TRUE,"linear","non-reduplicative",FALSE,FALSE,"n/a","<n.a.>","n/a","restricted","formative",FALSE,,,TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,"restricted",,"free","none",,"verbal","terminal","V"
1439,"AGR",,FALSE,"inert",,,"verbal",,TRUE,2,"Person;Role",FALSE,"none","a- ‘2’","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,FALSE,"H","H","H","restricted","formative",FALSE,FALSE,,FALSE,"prae","prae","prae",TRUE,TRUE,FALSE,FALSE,"restricted","-1","agree","none",TRUE,"verbal","terminal","V"
2996,"AGR",,FALSE,"inert",,,"verbal",,TRUE,3,"Number;Person;Role",FALSE,"none","N-","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,FALSE,"H","H","H","restricted","formative",FALSE,FALSE,,FALSE,"prae","prae","prae",TRUE,TRUE,FALSE,FALSE,"restricted","-1","agree","none",TRUE,"verbal","terminal","V"
1954,"S/A-AGR",,,,,,"verbal",,TRUE,3,"Number;Person;Role",FALSE,"none","-ue 1d","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,FALSE,"H","H","H","restricted","formative",FALSE,FALSE,,TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,"restricted","1","agree","none",FALSE,"verbal","terminal","V"
3032,"NOM",,,"n/a",,,"#ANY#",,FALSE,1,"Role",FALSE,"none","<zero>",,"n/a",,"NA",,,FALSE,"D","D","D","restricted","n/a",,,,,,"n/a",,FALSE,FALSE,,,"restricted",,"assign","none",,,,"n/a"
2863,"AGR",,FALSE,"inert",,,"verbal",,TRUE,2,"Person;Role",FALSE,"none","tʌ- (prefix slot 3)","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,FALSE,"H","H","H","restricted","formative",FALSE,FALSE,,FALSE,"prae","prae","prae",TRUE,TRUE,FALSE,FALSE,"restricted","-3","agree","none",TRUE,"verbal","terminal","V"
1954,"O-AGR",,,,,,"verbal",,TRUE,3,"Number;Person;Role",FALSE,"none","n- 1sg P/G agreement","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,FALSE,"H","H","H","restricted","formative",FALSE,,,FALSE,"prae","prae","prae",TRUE,TRUE,FALSE,FALSE,"restricted","-1","agree","none",TRUE,"verbal","terminal","V"
648,"AGR",,,,,,"verbal",,TRUE,2,"Number;Person",FALSE,"none","xe- ‘1pEXCL’ (agreement marker on lexical and auxiliary verbs)","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,FALSE,"H","H","H","restricted","formative",FALSE,FALSE,"preceding",FALSE,"prae","prae","prae",TRUE,TRUE,FALSE,FALSE,"restricted","-1","agree","none",TRUE,"verbal","terminal","V"
103,"O-AGR",,,,,,"verbal",,TRUE,3,"Number;Person;Role",FALSE,"none","ra'(a)- '1du' object agreement","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,FALSE,"H","H","H","restricted","formative",FALSE,FALSE,,FALSE,"prae","prae","prae",TRUE,TRUE,FALSE,FALSE,"restricted","-1","agree","none",TRUE,"verbal","terminal","V"
851,"NOM",,,"n/a",,,"#ANY#",,FALSE,1,"Role",FALSE,"none","<zero>",,"n/a",,"NA",,,FALSE,"D","D","D",,"n/a",,,,,,"n/a",,FALSE,FALSE,,,,,"assign","none",,,,"#ANY#"
2983,"NOM",,,"n/a",FALSE,FALSE,"#ANY#","CASE",FALSE,1,"Role",FALSE,"none","zero",,"n/a",,"NA",,,FALSE,"D","D","D","restricted","n/a",,,,,,"n/a",,FALSE,FALSE,,,"restricted",,"assign","none",,,,"n/a"
1784,"NOM",,,"n/a",,,"#ANY#",,FALSE,1,"Role",FALSE,"none","zero",,"n/a",,"NA",,,FALSE,"D","D","D","restricted","n/a",,,,,,"n/a",,FALSE,FALSE,,,"restricted",,"assign","none",,,,"n/a"
64,"NEG","initial",FALSE,"initial",,,"#ANY#","NEG",,0,,FALSE,"none","wata","isolating","isolating",TRUE,"linear","non-reduplicative",FALSE,FALSE,"n/a","<n.a.>","n/a","restricted","formative",FALSE,,,FALSE,"prae","prae","prae",TRUE,TRUE,FALSE,FALSE,"restricted",,"free","none",,"any","phrasal","XP"
3072,"NOM",,,"n/a",,,"#ANY#",,FALSE,1,"Role",FALSE,"none","zero",,"n/a",,"NA",,,FALSE,"D","D","D","restricted","n/a",,,,,,"n/a",,FALSE,FALSE,,,"restricted",,"assign","none",,,,"n/a"
2148,"NOM",,,"n/a",,,"#ANY#",,FALSE,1,"Role",TRUE,"cat-based","Nominals:	<zero>Pronouns: 	Subject pronouns (Fabre 2003:100)",,"n/a",,"NA",,,FALSE,"D","D","D",,"n/a",,,,,,"n/a",,FALSE,FALSE,,,,,"assign","none",,,,"#ANY#"
113,"O-AGR",,,,,,"verbal",,TRUE,3,"Number;Person;Role",FALSE,"none","-it  ‘1sP’","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,FALSE,"H","H","H","restricted","formative",FALSE,FALSE,,TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,"restricted","1","agree","none",TRUE,"verbal","terminal","V"
2607,"NOM",,,,,,"#ANY#",,FALSE,1,"Role",FALSE,"none","zero",,"n/a",,"NA",,,FALSE,"D","D","D","restricted","n/a",,,,,,"n/a",,FALSE,FALSE,,,"restricted",,"assign","none",,,,"n/a"
1645,"O-AGR",,FALSE,"inert",,,"verbal",,TRUE,3,"Number;Person;Role",TRUE,"cat-based","nr- ‘3dP’","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,FALSE,"H","H","H","restricted","formative",FALSE,FALSE,"preceding",FALSE,"prae","prae","prae",TRUE,TRUE,FALSE,FALSE,"restricted","-1","agree","none",TRUE,"verbal","terminal","V"
3068,"AGR",,,,,,"verbal",,TRUE,3,"Number;Person;Role",FALSE,"none","nõde- ‘1INCL.P.P’","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,FALSE,"H","H","H","restricted","formative",FALSE,FALSE,,FALSE,"prae","prae","prae",TRUE,TRUE,FALSE,FALSE,"restricted","-2","agree","none",TRUE,"verbal","terminal","V"
3131,"A-AGR","initial",FALSE,"initial",,,"verbal",,TRUE,3,"Number;Person;Role",,,"a- ‘1sSa/A’","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,,"H","H","H","restricted","formative",FALSE,FALSE,"preceding",FALSE,"prae","prae","prae",TRUE,TRUE,FALSE,FALSE,"restricted","-2","agree","none",,"verbal","terminal","V"
1467,"ERG",,FALSE,"inert",,,"nominal",,FALSE,1,"Role",FALSE,"none","nee","isolating","isolating",TRUE,"linear","non-reduplicative",FALSE,FALSE,"D","D","D","restricted","PoSWd",TRUE,,"preceding",FALSE,"prae","prae","prae",TRUE,TRUE,FALSE,FALSE,"restricted",,"assign","none",,"nominal","terminal","N_or_Pro"
564,"AG",,,,FALSE,FALSE,"nominal","CASE",FALSE,1,"Role",FALSE,"none","e","isolating","isolating",TRUE,"linear","non-reduplicative",FALSE,FALSE,"D","D","D","restricted","formative",FALSE,,,FALSE,"prae","prae","prae",TRUE,TRUE,FALSE,FALSE,"restricted",,,"none",,"nominal","terminal","N_or_Pro"
2034,"ALL","initial",FALSE,"initial",,,"nominal",,FALSE,1,"Role",FALSE,"none","ura (non-agreeing) oruri- (agreeing with its object)","isolating","isolating",TRUE,"linear","non-reduplicative",FALSE,FALSE,"D","D","D","restricted","PoSWd",TRUE,,,,,"n/a",,FALSE,FALSE,,,"restricted",,"assign","none",,"nominal","phrasal","NP"
159,"NOM",,FALSE,"inert",,,"#ANY#","TAM",FALSE,1,"Role",FALSE,"none","<zero>",,"n/a",,"NA",,,FALSE,"D","D","D","restricted","n/a",,,,,,"n/a",,FALSE,FALSE,,,"restricted",,"assign","none",,,,"n/a"
2029,"S/A-AGR",,,,,,"verbal",,TRUE,3,"Number;Person;Role",FALSE,"none","-(b)da/h ’1du/pl’(agreement per marker)","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,FALSE,"H","H","H","restricted","formative",FALSE,FALSE,"following",TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,"restricted","2NNAR","agree","none",FALSE,"verbal","terminal","V"
343,"OBL",,,,,,"nominal",,FALSE,1,"Role",FALSE,"none","re","isolating","isolating",TRUE,"linear","non-reduplicative",FALSE,FALSE,"D","D","D","restricted","PoSWd",TRUE,,"preceding",,,"n/a",,FALSE,FALSE,,,"restricted",,"assign","none",,"nominal","terminal","N"
995,"PP",,,,,,"#ANY#",,FALSE,1,"Role",FALSE,"none","ʔuɬ-","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,FALSE,"D","D","D",,"formative",FALSE,,"preceding",FALSE,"prae","prae","prae",TRUE,TRUE,FALSE,FALSE,,,"assign","none",,,,"#ANY#"
332,"NEG","initial",FALSE,"initial",,,"#ANY#","NEG",FALSE,1,"Polarity",FALSE,"none","te","isolating","isolating",TRUE,"linear","non-reduplicative",FALSE,FALSE,"n/a","<n.a.>","n/a","restricted","formative",FALSE,,,FALSE,"prae","prae","prae",TRUE,TRUE,FALSE,FALSE,"restricted",,"free","none",,,"phrasal","S"
1142,"AGR",,FALSE,"inert",,,"verbal",,TRUE,2,"Person;Role",FALSE,"none","ná-","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,FALSE,"H","H","H","restricted","formative",FALSE,FALSE,,FALSE,"prae","prae","prae",TRUE,TRUE,FALSE,FALSE,"restricted","-1","agree","none",FALSE,"verbal","terminal","V"
35,"AGR",,FALSE,"inert",,,"verbal",,TRUE,3,"Number;Person;Role",FALSE,"none","maʔi- ‘1EXCL.P’ (pf slot 1)","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,FALSE,"H","H","H","restricted","formative",FALSE,FALSE,,FALSE,"prae","prae","prae",TRUE,TRUE,FALSE,FALSE,"restricted","-1","agree","none",TRUE,"verbal","terminal","V"
461,"AOR",,FALSE,"inert",,,"verbal","TAM",FALSE,1,"Tense",TRUE,"cat-based","","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,FALSE,"n/a","<n.a.>","n/a","restricted","formative",FALSE,,,FALSE,"prae","prae","prae",TRUE,TRUE,FALSE,FALSE,"restricted",,"free","none",,"verbal","terminal","V"
750,"S/A-AGR",,FALSE,"inert",,,"verbal",,TRUE,3,"Number;Person;Role",TRUE,"lex-based","i-/t- ‘3sS/A’ (agr. per marker)","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,TRUE,"H","H","H","restricted","formative",FALSE,FALSE,,FALSE,"prae","prae","prae",TRUE,TRUE,FALSE,FALSE,"restricted","-1","agree","none",TRUE,"verbal","terminal","V"
372,"LOC",,FALSE,"inert",,,"nominal",,FALSE,1,"Role",TRUE,"lex-based","laka- (lak- on proper nouns)","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,TRUE,"D","D","D","restricted","formative",FALSE,,,FALSE,"prae","prae","prae",TRUE,TRUE,FALSE,FALSE,"restricted",,"assign","none",,"nominal","terminal","N"
583,"NOM",,,,,,"#ANY#",,FALSE,1,"Role",FALSE,"none","<zero>",,"n/a",,"NA",,,FALSE,"D","D","D","restricted","n/a",,,,,,"n/a",,FALSE,FALSE,,,"restricted",,"assign","none",,,,"n/a"
681,"S/A-AGR",,FALSE,"inert",,,"verbal",,TRUE,3,"Number;Person;Role",TRUE,"cat-based","-əm ‘1sS/A’ (agr. per marker), maybe portmanteau in the def. paradigm","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,FALSE,"H","H","H","restricted","formative",FALSE,FALSE,,TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,"restricted","3","agree","none",TRUE,"verbal","terminal","V"
682,"O-AGR",,FALSE,"inert",,,"#ANY#",,TRUE,3,"Number;Person;Role",FALSE,"none","-ech ‘2sP’ (agr. per marker)","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,FALSE,"H","H","H","(partially) unrestricted","formative",FALSE,FALSE,,TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,"semi-restricted","1COM","agree","none",FALSE,"any","terminal","Adj,N,V"
2668,"AGR",,FALSE,"inert",,,"verbal",,TRUE,3,"Number;Person;Role",FALSE,"none","-əwaaw (sf 5b)","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,FALSE,"H","H","H","restricted","formative",FALSE,FALSE,,TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,"restricted","6","agree","none",TRUE,"verbal","terminal","V"
1059,"NOM",,,,,,"#ANY#",,FALSE,1,"Role",FALSE,"none","<zero>",,"n/a",,"NA",,,FALSE,"D","D","D",,"n/a",,,,,,"n/a",,FALSE,FALSE,,,,,"assign","none",,,,"#ANY#"
3039,"S/A-AGR",,FALSE,"inert",,,"verbal",,TRUE,3,"Number;Person;Role",TRUE,"lex-based","-næt ‘3pS/A’ (agr. per marker)","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,TRUE,"H","H","H","restricted","formative",FALSE,FALSE,,FALSE,"prae","prae","prae",TRUE,TRUE,FALSE,FALSE,"restricted","1","agree","none",TRUE,"verbal","terminal","V"
2047,"NOM",,,"n/a",,,"#ANY#",,FALSE,1,"Role",FALSE,"none","zero",,"n/a",,"NA",,,FALSE,"D","D","D","restricted","n/a",,,,,,"n/a",,FALSE,FALSE,,,"restricted",,"assign","none",,,,"n/a"
608,"S/A-AGR",,,,,,"verbal",,TRUE,3,"Number;Person;Role",TRUE,"cat-based","various suffixes","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,FALSE,"H","H","H","restricted","formative",FALSE,,,TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,"restricted",,"agree","none",,"verbal","terminal","V"
1523,"NOM",,,,,,"#ANY#",,FALSE,1,"Role",FALSE,"none","<zero>",,"n/a",,"NA",,,FALSE,"D","D","D","restricted","n/a",,,,,,"n/a",,FALSE,FALSE,,,"restricted",,"assign","none",,,,"n/a"
871,"S/A-AGR",,,,,,"verbal",,TRUE,4,"Number;Person;Role;TAM",TRUE,"cat-based","mo-/ha- ‘3pS/A’ (agr. per marker)","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,FALSE,"H","H","H","restricted","formative",FALSE,FALSE,"following",FALSE,"prae","prae","prae",TRUE,TRUE,FALSE,FALSE,"restricted","-1","agree","none",FALSE,"verbal","terminal","V"
2031,"O-AGR",,FALSE,"inert",,,"verbal",,TRUE,3,"Number;Person;Role",FALSE,"none","ni- ‘2sP’ (agremeent per marker)","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,FALSE,"H","H","H","restricted","formative",FALSE,FALSE,,FALSE,"prae","prae","prae",TRUE,TRUE,FALSE,FALSE,"restricted","-1","agree","none",TRUE,"verbal","terminal","V"
3068,"AGR",,,,,,"verbal",,TRUE,3,"Number;Person;Role",FALSE,"none","oɾe- ‘1EXCL.P.P’","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,FALSE,"H","H","H","restricted","formative",FALSE,FALSE,,FALSE,"prae","prae","prae",TRUE,TRUE,FALSE,FALSE,"restricted","-2","agree","none",TRUE,"verbal","terminal","V"
1487,"NOM",,,"n/a",,,"#ANY#",,FALSE,1,"Role",FALSE,"none","zero",,"n/a",,"NA",,,FALSE,"D","D","D","restricted","n/a",,,,,,"n/a",,FALSE,FALSE,,,"restricted",,"assign","none",,,,"n/a"
885,"OBJECT case",,,,,,"#ANY#",,TRUE,3,"Number;Person;Role",FALSE,"none","N: <zero>Pro: complement pronouns (Kropp Dakubu 1987:75)","isolating","isolating",TRUE,"linear","non-reduplicative",FALSE,FALSE,"D","D","D",,"PoSWd",TRUE,,,,,"n/a",,FALSE,FALSE,,,,,"assign","none",,,,"#ANY#"
1348,"S/A-AGR",,FALSE,"inert",,,"verbal",,TRUE,3,"Number;Person;Role",FALSE,"none","3p -a (agr. per marker)","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,FALSE,"H","H","H","restricted","formative",FALSE,FALSE,"following",TRUE,"post","post","post",FALSE,FALSE,FALSE,FALSE,"restricted","7","agree","none",FALSE,"verbal","terminal","V"
388,"A-AGR",,,,,,"verbal","Noun Plural",TRUE,3,"Number;Person;Role",FALSE,"none","kee- ‘3pA’ (agr. per marker)","concatenative","concatenative",FALSE,"linear","non-reduplicative",FALSE,FALSE,"H","H","H","restricted","formative",FALSE,FALSE,,FALSE,"prae","prae","prae",TRUE,TRUE,FALSE,FALSE,"restricted","-1","agree","none",FALSE,"verbal","terminal","V"
