"LID","LocusA.binned6","Locus.A.default.binned6","Locus.A.default.if.N.binned6","Locus.A.default.if.N_or_Pro.binned6","Locus.A.default.elsewhere.binned6","Locus.A.default.if.Pro.binned6","Locus.A.default.if.SAP.binned6","Locus.A.exp.binned6","Locus.A.poss.binned6","Locus.Act.binned6","Locus.ATTR.default.binned6","Locus.ATTR.default.elsewhere.binned6","Locus.B.ben.binned6","Locus.B.default.binned6","Locus.B.default.elsewhere.binned6","Locus.B.default.if.Pro.binned6","Locus.B.rec.binned6","Locus.G.default.binned6","Locus.I.default.binned6","LocusP.binned6","Locus.Pat.binned6","LocusPOSS.binned6","Locus.POSS.default.binned6","Locus.POSS.default.if.1PERS.binned6","Locus.POSS.default.if.N.binned6","Locus.POSS.default.if.N.alien.binned6","Locus.POSS.default.if.N.inal.binned6","Locus.POSS.default.if.N.kin.binned6","Locus.POSS.default.if.N_or_Pro.binned6","Locus.POSS.default.elsewhere.binned6","Locus.POSS.default.if.Pro.binned6","LocusS.binned6","Locus.S.default.binned6","Locus.S.default.if.N_or_Pro.binned6","Locus.S.default.elsewhere.binned6","Locus.S.default.if.Pro.binned6","Locus.S.default.if.SAP.binned6","Locus.T.def.binned6","Locus.T.default.binned6","Locus.T.default.elsewhere.binned6","Locus.T.emp.binned6","Locus.U.def.binned6","Locus.U.default.binned6","Locus.U.default.if.1PERS.binned6","Locus.U.default.if.N.binned6","Locus.U.default.elsewhere.binned6","Locus.U.default.if.Pro.binned6","Locus.U.default.if.SAP.binned6","Locus.U.emp.binned6","Locus.U.ref.binned6","Locus.U.stim.binned6","LocusAandP.dm.Presence","LocusAandP.hm.Presence","LocusA.dm.Presence","LocusA.hm.Presence","LocusAorP.dm.Presence","LocusAorP.hm.Presence","LocusARG.dm.Presence","LocusP.dm.Presence","LocusP.hm.Presence","LocusPOSS.dm.Presence","LocusPOSS.hm.Presence","LocusSandA.dm.Presence","LocusSandA.hm.Presence","LocusS.dm.Presence","LocusS.hm.Presence","LocusA","Locus.A.default","Locus.A.default.if.N","Locus.A.default.if.N_or_Pro","Locus.A.default.elsewhere","Locus.A.default.if.Pro","Locus.A.default.if.SAP","Locus.A.exp","Locus.A.poss","Locus.Act","LocusARG.hm.Presence","Locus.ATTR.default","Locus.ATTR.default.elsewhere","Locus.B.ben","Locus.B.default","Locus.B.default.elsewhere","Locus.B.default.if.Pro","Locus.B.rec","Locus.G.default","Locus.I.default","LocusP","Locus.Pat","LocusPOSS","Locus.POSS.default","Locus.POSS.default.if.1PERS","Locus.POSS.default.if.N.alien","Locus.POSS.default.if.N.inal","Locus.POSS.default.if.N.kin","Locus.POSS.default.if.N","Locus.POSS.default.if.N_or_Pro","Locus.POSS.default.elsewhere","Locus.POSS.default.if.Pro","LocusS","Locus.S.default","Locus.S.default.if.N_or_Pro","Locus.S.default.elsewhere","Locus.S.default.if.Pro","Locus.S.default.if.SAP","Locus.T.def","Locus.T.default","Locus.T.default.elsewhere","Locus.T.emp","Locus.U.def","Locus.U.default","Locus.U.default.if.1PERS","Locus.U.default.if.N","Locus.U.default.elsewhere","Locus.U.default.if.Pro","Locus.U.default.if.SAP","Locus.U.emp","Locus.U.ref","Locus.U.stim","LocusA.binned5","Locus.A.default.binned5","Locus.A.default.if.N.binned5","Locus.A.default.if.N_or_Pro.binned5","Locus.A.default.elsewhere.binned5","Locus.A.default.if.Pro.binned5","Locus.A.default.if.SAP.binned5","Locus.A.exp.binned5","Locus.A.poss.binned5","Locus.Act.binned5","Locus.ATTR.default.binned5","Locus.ATTR.default.elsewhere.binned5","Locus.B.ben.binned5","Locus.B.default.binned5","Locus.B.default.elsewhere.binned5","Locus.B.default.if.Pro.binned5","Locus.B.rec.binned5","Locus.G.default.binned5","Locus.I.default.binned5","LocusP.binned5","Locus.Pat.binned5","LocusPOSS.binned5","Locus.POSS.default.binned5","Locus.POSS.default.if.1PERS.binned5","Locus.POSS.default.if.N.binned5","Locus.POSS.default.if.N.alien.binned5","Locus.POSS.default.if.N.inal.binned5","Locus.POSS.default.if.N.kin.binned5","Locus.POSS.default.if.N_or_Pro.binned5","Locus.POSS.default.elsewhere.binned5","Locus.POSS.default.if.Pro.binned5","LocusS.binned5","Locus.S.default.binned5","Locus.S.default.if.N_or_Pro.binned5","Locus.S.default.elsewhere.binned5","Locus.S.default.if.Pro.binned5","Locus.S.default.if.SAP.binned5","Locus.T.def.binned5","Locus.T.default.binned5","Locus.T.default.elsewhere.binned5","Locus.T.emp.binned5","Locus.U.def.binned5","Locus.U.default.binned5","Locus.U.default.if.1PERS.binned5","Locus.U.default.if.N.binned5","Locus.U.default.elsewhere.binned5","Locus.U.default.if.Pro.binned5","Locus.U.default.if.SAP.binned5","Locus.U.emp.binned5","Locus.U.ref.binned5","Locus.U.stim.binned5"
460,"H","H",,,,,,,,,"Ø",,,"D on H",,,,,,"H",,"H","H",,,,,,,,,"H","H",,,,,,,,,,"H",,,,,,,,,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,"H","H",,,,,,,,,TRUE,"Ø",,,"D on H",,,,,,"H",,"H","H",,,,,,,,,"H","H",,,,,,,,,,"H",,,,,,,,,"H","H",,,,,,,,,"Ø",,,"FloatingorClitic",,,,,,"H",,"H","H",,,,,,,,,"H","H",,,,,,,,,,"H",,,,,,,,
461,"H","H",,,,,,,,,,,,,,,,,,"H",,"H","H",,,,,,,,,"H","H",,,,,,,,,,"H",,,,,,,,,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,"H","H",,,,,,,,,TRUE,,,,,,,,,,"H",,"H","H",,,,,,,,,"H","H",,,,,,,,,,"H",,,,,,,,,"H","H",,,,,,,,,,,,,,,,,,"H",,"H","H",,,,,,,,,"H","H",,,,,,,,,,"H",,,,,,,,
463,"D","D",,,,,,,,,"Ø",,,"D",,,,,,"D",,"D","D",,,,,,,,,"D","D",,,,,,"D",,,,"D",,,,,,,,,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,"d","d",,,,,,,,,FALSE,"Ø",,,"d",,,,,,"d",,"d","d",,,,,,,,,"d","d",,,,,,"d",,,,"d",,,,,,,,,"D","D",,,,,,,,,"Ø",,,"D",,,,,,"D",,"D","D",,,,,,,,,"D","D",,,,,,"D",,,,"D",,,,,,,,
464,"2","2",,,,,,,,,"D",,,,,,,,,"2",,"2","2",,,,,,,,,"2","2",,,,,,,,,,"2",,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"H+D","H+D",,,,,,,,,TRUE,"D",,,,,,,,,"h+D",,"h+D","h+D",,,,,,,,,"H+D","H+D",,,,,,,,,,"h+D",,,,,,,,,"2","2",,,,,,,,,"D",,,,,,,,,"D",,"D","D",,,,,,,,,"2","2",,,,,,,,,,"D",,,,,,,,
465,"2","2",,,,,,,,,"Ø",,,,,,,,,"2",,"H","H",,,,,,,,,"2","2",,,,,,,,,,"2",,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,"H+D","H+D",,,,,,,,,TRUE,"Ø",,,,,,,,,"H+D",,"H","H",,,,,,,,,"H+D","H+D",,,,,,,,,,"H+D",,,,,,,,,"2","2",,,,,,,,,"Ø",,,,,,,,,"2",,"H","H",,,,,,,,,"2","2",,,,,,,,,,"2",,,,,,,,
466,"H","H",,,,,,,,,"Ø",,,"D",,,,,,"Ø",,"D","D",,,,,,,,,"H","H",,,,,,,,,,"Ø",,,,,,,,,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,"h","h",,,,,,,,,TRUE,"Ø",,,"D",,,,,,"Ø",,"D","D",,,,,,,,,"h","h",,,,,,,,,,"Ø",,,,,,,,,"H","H",,,,,,,,,"Ø",,,"D",,,,,,"Ø",,"D","D",,,,,,,,,"H","H",,,,,,,,,,"Ø",,,,,,,,
469,"2","2",,,,,,,,,"Ø",,,"2",,,,,,"2",,"D","D",,,,,,,,,"2","2",,,,,,,,,,"2",,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,"h+D","h+D",,,,,,,,,TRUE,"Ø",,,"h+D",,,,,,"h+D",,"d","d",,,,,,,,,"h+D","h+D",,,,,,,,,,"h+D",,,,,,,,,"D","D",,,,,,,,,"Ø",,,"D",,,,,,"D",,"D","D",,,,,,,,,"D","D",,,,,,,,,,"D",,,,,,,,
481,"2","2",,,,,,,,,,,,"2",,,,,,"2",,"D","D",,,,,,,,,"2","2",,,,,,,,,,"2",,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,"H+D","H+D",,,,,,,,,TRUE,,,,"H+D",,,,,,"H+D",,"D","D",,,,,,,,,"H+D","H+D",,,,,,,,,,"H+D",,,,,,,,,"2","2",,,,,,,,,,,,"2",,,,,,"2",,"D","D",,,,,,,,,"2","2",,,,,,,,,,"2",,,,,,,,
491,"H","H",,,,,,,,,"Ø",,,"D",,"D",,,,"D",,"F","F",,,,,,,,"H","H","H",,,,,,,,,,"D",,,,"D",,,,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,"H+F","H+F",,,,,,,,,TRUE,"Ø",,,"d",,"D",,,,"d",,"f","f",,,,,,,,"H","H+F","H+F",,,,,,,,,,"d",,,,"D",,,,,"H","H",,,,,,,,,"Ø",,,"D",,"D",,,,"D",,"FloatingorClitic","FloatingorClitic",,,,,,,,"H","H","H",,,,,,,,,,"D",,,,"D",,,,
492,"2","2",,,,,,,,,"D",,,"2",,,,,,"2",,"2","2",,,,,,,,,"2","2",,,,,,,,,,"2",,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"H+D","H+D",,,,,,,,,TRUE,"D",,,"H+D",,,,,,"H+D",,"H+D","H+D",,,,,,,,,"H+D","H+D",,,,,,,,,,"H+D",,,,,,,,,"2","2",,,,,,,,,"D",,,"2",,,,,,"2",,"2","2",,,,,,,,,"2","2",,,,,,,,,,"2",,,,,,,,
493,"H","H",,,,,,,,,"D",,,"D",,,,,,"2",,"H","H",,,,,,,"Ø",,"H","H",,,,,,,,,,"2",,,,,,,,,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,"H","H",,,,,,,,,TRUE,"D",,,"D",,,,,,"H+D",,"H","H",,,,,,,"Ø",,"H","H",,,,,,,,,,"H+D",,,,,,,,,"H","H",,,,,,,,,"D",,,"D",,,,,,"2",,"H","H",,,,,,,"Ø",,"H","H",,,,,,,,,,"2",,,,,,,,
494,"Ø","Ø",,,,,,,,,"Ø",,,,,,,,,"Ø",,"Ø","Ø",,,,,,,,,"Ø","Ø",,,,,,,,,,"Ø",,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Ø","Ø",,,,,,,,,FALSE,"Ø",,,,,,,,,"Ø",,"Ø","Ø",,,,,,,,,"Ø","Ø",,,,,,,,,,"Ø",,,,,,,,,"Ø","Ø",,,,,,,,,"Ø",,,,,,,,,"Ø",,"Ø","Ø",,,,,,,,,"Ø","Ø",,,,,,,,,,"Ø",,,,,,,,
495,"H","H",,,,,,,,,"D",,,"D",,,,,,,,"D","D",,,,,,,,,"H","H",,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,"H","H",,,,,,,,,TRUE,"D",,,"D",,,,,,"P",,"D","D",,,,,,,,,"H","H",,,,,,,,,,"P",,,,,,,,,"H","H",,,,,,,,,"D",,,"D",,,,,,,,"D","D",,,,,,,,,"H","H",,,,,,,,,,,,,,,,,,
496,"Ø","Ø",,,,,,,,,"Ø",,,"Ø",,,,,,"Ø",,"Ø","Ø",,,,,,,,,"Ø","Ø",,,,,,,,,,"Ø",,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Ø","Ø",,,,,,,,,FALSE,"Ø",,,"Ø",,,,,,"Ø",,"Ø","Ø",,,,,,,,,"Ø","Ø",,,,,,,,,,"Ø",,,,,,,,,"Ø","Ø",,,,,,,,,"Ø",,,"Ø",,,,,,"Ø",,"Ø","Ø",,,,,,,,,"Ø","Ø",,,,,,,,,,"Ø",,,,,,,,
497,"Ø","Ø",,,,,,,,,"D","Ø",,,,,,,,"Ø",,"H","H",,,,,,,,,"Ø","Ø",,,,,,,,,,"Ø",,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Ø","Ø",,,,,,,,,FALSE,"D","Ø",,,,,,,,"Ø",,"H","H",,,,,,,,,"Ø","Ø",,,,,,,,,,"Ø",,,,,,,,,"Ø","Ø",,,,,,,,,"D","Ø",,,,,,,,"Ø",,"H","H",,,,,,,,,"Ø","Ø",,,,,,,,,,"Ø",,,,,,,,
498,"H","H",,,,,,,,,"Ø",,,"H",,,,,,"H",,"H","H",,,,,,,,,"H","H",,,,,,,,,,"H",,,,,,,,,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,"H","H",,,,,,,,,TRUE,"Ø",,,"H",,,,,,"H",,"H","H",,,,,,,,,"H","H",,,,,,,,,,"H",,,,,,,,,"H","H",,,,,,,,,"Ø",,,"H",,,,,,"H",,"H","H",,,,,,,,,"H","H",,,,,,,,,,"H",,,,,,,,
499,"H","H",,,,,,,,,,,,"H",,,,,,"H",,"D","D",,,,,,,,,"H","H",,,,,,,,,,"H",,,,,,,,,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,"H","H",,,,,,,,,TRUE,,,,"H",,,,,,"H",,"DD","DD",,,,,,,,,"H","H",,,,,,,,,,"H",,,,,,,,,"H","H",,,,,,,,,,,,"H",,,,,,"H",,"D","D",,,,,,,,,"H","H",,,,,,,,,,"H",,,,,,,,
500,"Ø","Ø",,,,,,,,,,,,,,,,,,"Ø",,"D","D",,,,,,,,,"Ø","Ø",,,,,,,,,,"Ø",,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Ø","Ø",,,,,,,,,FALSE,,,,,,,,,,"Ø",,"d","d",,,,,,,,,"Ø","Ø",,,,,,,,,,"Ø",,,,,,,,,"Ø","Ø",,,,,,,,,,,,,,,,,,"Ø",,"D","D",,,,,,,,,"Ø","Ø",,,,,,,,,,"Ø",,,,,,,,
501,"D","D",,,,,,,,,"D",,,,,,,,,"D",,"D","D",,,,,,,,,"D","D",,,,,,,,,,"D",,,,,,,,,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,"d","d",,,,,,,,,FALSE,"D",,,,,,,,,"d",,"D","D",,,,,,,,,"d","d",,,,,,,,,,"d",,,,,,,,,"D","D",,,,,,,,,"D",,,,,,,,,"D",,"D","D",,,,,,,,,"D","D",,,,,,,,,,"D",,,,,,,,
502,"2","2",,,,,,,,,"Ø",,,,,,,,,"D",,"2","2",,,,,,,,,"2","2",,,,,,,,,,"D",,,,,,,,,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"H+D","H+D",,,,,,,,,TRUE,"Ø",,,,,,,,,"d",,"H+d","H+d",,,,,,,,,"H+D","H+D",,,,,,,,,,"d",,,,,,,,,"2","2",,,,,,,,,"Ø",,,,,,,,,"D",,"H","H",,,,,,,,,"2","2",,,,,,,,,,"D",,,,,,,,
503,"2","2",,,,,,,,,"D",,,"D",,,,,,"2",,"2","2",,,,,,,,,"2","2",,,,,,"D",,,,"2",,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"h+d","h+d",,,,,,,,,TRUE,"D",,,"d",,,,,,"h+d",,"h+D","h+D",,,,,,,,,"hh+d","hh+d",,,,,,"d",,,,"h+d",,,,,,,,,"2","2",,,,,,,,,"D",,,"D",,,,,,"2",,"D","D",,,,,,,,,"2","2",,,,,,"D",,,,"2",,,,,,,,
504,"D","D",,,,,,,,,"D",,,"D",,,,,,"D",,"D","D",,,,,,,,,"D","D",,,,,,"D",,,,"D",,,,,,,,,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,"d","d",,,,,,,,,FALSE,"d",,,"d",,,,,,"d",,"D","D",,,,,,,,,"d","d",,,,,,"d",,,,"d",,,,,,,,,"D","D",,,,,,,,,"D",,,"D",,,,,,"D",,"D","D",,,,,,,,,"D","D",,,,,,"D",,,,"D",,,,,,,,
505,"H","H",,,,,,,,,"Ø",,,"H",,,,,,"H",,"H","H",,,,,,,,,"H","H",,,,,,"Ø",,,,"H",,,,,,,,,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,"H","H",,,,,,,,,TRUE,"Ø",,,"H",,,,,,"H",,"H","H",,,,,,,,,"H","H",,,,,,"Ø",,,,"H",,,,,,,,,"H","H",,,,,,,,,"Ø",,,"H",,,,,,"H",,"H","H",,,,,,,,,"H","H",,,,,,"Ø",,,,"H",,,,,,,,
511,"2","2",,,,,"H",,,,,,,"D",,,,,,"2",,"2","2",,,,,,,,,"2","2",,,,"H",,,,,,"2",,,,,"H",,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"H+D","H+D",,,,,"H",,,,TRUE,,,,"D",,,,,,"H+D",,"H+D","H+D",,,,,,,,,"H+D","H+D",,,,"H",,,,,,"H+D",,,,,"H",,,,"2","2",,,,,"H",,,,,,,"D",,,,,,"2",,"2","2",,,,,,,,,"2","2",,,,"H",,,,,,"2",,,,,"H",,,
512,"H","H",,,,,,,,,,,,"D",,,,,,"H",,"H","H",,,,,,,,,"H","H",,,,,,,,,,"H",,,,,,,,,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,"H","H",,,,,,,,,TRUE,,,,"D",,,,,,"H",,"h","h",,,,,,,,,"H","H",,,,,,,,,,"H",,,,,,,,,"H","H",,,,,,,,,,,,"D",,,,,,"H",,"H","H",,,,,,,,,"H","H",,,,,,,,,,"H",,,,,,,,
514,"2","2",,,,,,,,,"Ø",,,"D",,,,,,"2",,"2","2",,,,,,,,,"2","2",,,,,,,,,,"2",,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"H+D","H+D",,,,,,,,,TRUE,"Ø",,,"D",,,,,,"H+D",,"H+D","H+D",,,,,,,,,"H+D","H+D",,,,,,,,,,"H+D",,,,,,,,,"2","2",,,,,,,,,"Ø",,,"D",,,,,,"2",,"2","2",,,,,,,,,"2","2",,,,,,,,,,"2",,,,,,,,
515,"H","H",,"Ø",,,,,,,,,,,,,,,,"D on H",,"Ø","Ø",,,,,,"D",,,"H","H","Ø",,,,,,,,,"D on H",,,,,,,,,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,"H","H",,"Ø",,,,,,,TRUE,,,,,,,,,,"d on h",,"Ø","Ø",,,,,,"D",,"H/D","H","H","Ø",,,,,,,,,"d on h",,,,,,,,,"H","H",,"Ø",,,,,,,,,,,,,,,,"FloatingorClitic",,"Ø","Ø",,,,,,"D",,"2","H","H","Ø",,,,,,,,,"FloatingorClitic",,,,,,,,
518,"2","2",,,,,,,,,"D",,,"D",,,,,,"D",,"D","D",,,,,,,,,"2","2",,,,,,"D",,,,"D",,,,,,,,,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,"H+D","H+D",,,,,,,,,TRUE,"D",,,"D",,,,,,"D",,"D","D",,,,,,,,,"H+D","H+D",,,,,,"D",,,,"D",,,,,,,,,"2","2",,,,,,,,,"D",,,"D",,,,,,"D",,"D","D",,,,,,,,,"2","2",,,,,,"D",,,,"D",,,,,,,,
519,"D","D",,,,,,,,,"Ø",,,"Ø",,,,,,"Ø",,,,,,,,,,,,"Ø","Ø",,,,,,,,,,"Ø",,,,"D",,,,,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,"D","D",,,,,,,,,FALSE,"Ø",,,"Ø",,,,,,"Ø",,,,,,,,,,,,"Ø","Ø",,,,,,,,,,"Ø",,,,"D",,,,,"D","D",,,,,,,,,"Ø",,,"Ø",,,,,,"Ø",,,,,,,,,,,,"Ø","Ø",,,,,,,,,,"Ø",,,,"D",,,,
525,"H","H",,,,,,,,,,,,"H",,,,,,"H",,"Ø","Ø",,,,,,,"H",,"H","H",,,,,,,,,,"H",,,,,,,,,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,"H","H",,,,,,,,,TRUE,,,,"H",,,,,,"H",,"Ø","Ø",,,,,,,"H",,"H","H",,,,,,,,,,"H",,,,,,,,,"H","H",,,,,,,,,,,,"H",,,,,,"H",,"Ø","Ø",,,,,,,"H",,"H","H",,,,,,,,,,"H",,,,,,,,
526,"D","D",,,,,,,,,"Ø",,,"D",,,,,,"D",,"Ø","Ø",,,,,,,,,"D","D",,,,,,,,,,"D",,,,,,,,,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,"D","D",,,,,,,,,FALSE,"Ø",,,"D",,,,,,"D",,"Ø","Ø",,,,,,,,,"D","D",,,,,,,,,,"D",,,,,,,,,"D","D",,,,,,,,,"Ø",,,"D",,,,,,"D",,"Ø","Ø",,,,,,,,,"D","D",,,,,,,,,,"D",,,,,,,,
527,"2","2",,,,,,,,,"D",,,"D",,,,,,"D",,"2","2",,,,,,,,,"2","2",,,,,,,,,,"D",,,,,,,,,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"H+D","H+D",,,,,,,,,TRUE,"D",,,"D",,,,,,"D",,"H+D","H+D",,,,,,,,,"H+D","H+D",,,,,,,,,,"D",,,,,,,,,"2","2",,,,,,,,,"D",,,"D",,,,,,"D",,"2","2",,,,,,,,,"2","2",,,,,,,,,,"D",,,,,,,,
528,"D","D",,,,,,,,,"Ø",,,"D",,,,,,"D",,"D","D",,,,,,,,,"D","D",,,,,,,,,,"D",,,,,,,,,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,"D","D",,,,,,,,,FALSE,"Ø",,,"D",,,,,,"D",,"D","D",,,,,,,,,"D","D",,,,,,,,,,"D",,,,,,,,,"D","D",,,,,,,,,"Ø",,,"D",,,,,,"D",,"D","D",,,,,,,,,"D","D",,,,,,,,,,"D",,,,,,,,
530,"D","D",,,,,,,,,"D",,,"D",,,,,,"2",,"D","D",,,,,,,,,"2","2",,"D",,,,,,,,"2",,,"D",,,,,,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,"D","D",,,,,,,,,TRUE,"D",,,"D",,,,,,"H+D",,"D","D",,,,,,,,,"H+D","H+D",,"D",,,,,,,,"H+D",,,"D",,,,,,"D","D",,,,,,,,,"D",,,"D",,,,,,"2",,"D","D",,,,,,,,,"2","2",,"D",,,,,,,,"2",,,"D",,,,,
532,"2","2",,,,,,,,,"Ø",,,"2","H",,,,,"Ø",,"D","D",,,,,,,"F",,"H","H",,,,,,,,,,"Ø",,,"H",,,,,,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,"H+d","H+d",,,,,,,,,TRUE,"Ø",,,"H+D","H",,,,,"Ø",,"D","D",,,,,,,"F",,"H","H",,,,,,,,,,"Ø",,,"H",,,,,,"H","H",,,,,,,,,"Ø",,,"2","H",,,,,"Ø",,"D","D",,,,,,,"FloatingorClitic",,"H","H",,,,,,,,,,"Ø",,,"H",,,,,
533,"2","2",,,,,,,,,"Ø",,,"D",,,,,,"D",,"D","D",,,,,,,,,"2","2",,,,,,,,,,"D","2",,,,,,,,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,"H+D","H+D",,,,,,,,,TRUE,"Ø",,,"D",,,,,,"D",,"D","D",,,,,,,,,"H+D","H+D",,,,,,,,,,"D","H+D",,,,,,,,"2","2",,,,,,,,,"Ø",,,"D",,,,,,"D",,"D","D",,,,,,,,,"2","2",,,,,,,,,,"D","2",,,,,,,
535,"2","2",,,,,,,,,"Ø",,,"D",,,,,,"D",,"D","D",,,,,,,,,"2","2",,,,,,,,,,"D",,,,,,,,,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,"H+D","H+D",,,,,,,,,TRUE,"Ø",,,"D",,,,,,"D",,"D","D",,,,,,,,,"H+D","H+D",,,,,,,,,,"D",,,,,,,,,"2","2",,,,,,,,,"Ø",,,"D",,,,,,"D",,"D","D",,,,,,,,,"2","2",,,,,,,,,,"D",,,,,,,,
540,"H","H",,,,,,,,,"D",,,"D",,,,,,"D",,"D","D",,,,,,,,,"H","H",,,,,,,,,,"D",,,,,,,,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,"H","H",,,,,,,,,TRUE,"D",,,"D",,,,,,"D",,"D","D",,,,,,,,,"H","H",,,,,,,,,,"D",,,,,,,,,"H","H",,,,,,,,,"D",,,"D",,,,,,"D",,"D","D",,,,,,,,,"H","H",,,,,,,,,,"D",,,,,,,,
