"LID","LocusMicrorelations.binned6","LocusMicrorelationDefaultStatus","LocusMicrorelations","LocusMicrorelationsRelation.binned5","LocusMicrorelationCategoryCondition","LocusMicrorelations.binned5","LocusMicrorelationsRelation"
134,"D","conditioned","D","POSS","#ANY#","D","POSS-default"
134,"H","default","H","S","#ANY#","H","S-default"
134,"Ø","default","Ø","ATTR","#ANY#","Ø","ATTR-default"
135,"2","default","H+D","P","#ANY#","2","B-default"
135,"2","default","H+D","A","#ANY#","2","A-default"
135,"H","default","H","POSS","#ANY#","H","POSS-default"
135,"2","default","H+D","S","#ANY#","2","S-default"
135,"2","default","H+D","P","#ANY#","2","U-default"
135,"Ø","default","Ø","ATTR","#ANY#","Ø","ATTR-default"
136,"Ø","default","Ø","P","N","Ø","U-default"
136,"D","conditioned","D","P","Pro","D","U-default"
136,"H","conditioned","H","POSS","N-kin","H","POSS-default"
136,"H","default","H","A","#ANY#","H","A-default"
136,"D","default","D","P","#ANY#","D","B-default"
136,"Ø","default","Ø","POSS","#ANY#","Ø","POSS-default"
136,"H","default","H","S","#ANY#","H","S-default"
136,"Ø","default","Ø","ATTR","#ANY#","Ø","ATTR-default"
138,"D","default","D","POSS","N","D","POSS-default"
138,"H","conditioned","H","POSS","Pro","H","POSS-default"
138,"H","default","H","A","#ANY#","H","A-default"
138,"H","default","H","S","#ANY#","H","S-default"
138,"Ø","default","Ø","P","#ANY#","Ø","U-default"
138,"Ø","default","Ø","ATTR","#ANY#","Ø","ATTR-default"
141,"D","default","D","A","#ANY#","D","A-default"
141,"D","default","D","P","#ANY#","D","B-default"
141,"D","default","D","POSS","#ANY#","D","POSS-default"
141,"D","default","D","S","#ANY#","D","S-default"
141,"D","default","D","P","#ANY#","D","U-default"
141,"Ø","default","Ø","ATTR","#ANY#","Ø","ATTR-default"
146,"Ø","default","Ø","S","N","Ø","S-default"
146,"Ø","default","Ø","A","N","Ø","A-default"
146,"H","conditioned","H","A","Pro","H","A-default"
146,"H","conditioned","H","S","Pro","H","S-default"
146,"H","default","H","POSS","#ANY#","H","POSS-default"
146,"Ø","default","Ø","P","#ANY#","Ø","B-default"
146,"H","default","H","P","#ANY#","H","U-default"
146,"Ø","default","Ø","ATTR","#ANY#","Ø","ATTR-default"
147,"D","default","DD","POSS","N","D","POSS-default"
147,"D","default","D","P","N","D","B-default"
147,"D","default","D","P","N","D","U-default"
147,"Ø","conditioned","Ø","POSS","N","Ø","POSS-default"
147,"2","conditioned","H+D","P","Pro","2","U-default"
147,"H","conditioned","H","POSS","Pro","H","POSS-default"
147,"2","conditioned","H+D","P","Pro","2","B-default"
147,"2","default","H+D","A","#ANY#","2","A-default"
147,"2","default","H+D","S","#ANY#","2","S-default"
148,"Ø","default","Ø","A","#ANY#","Ø","A-default"
148,"Ø","default","Ø","POSS","#ANY#","Ø","POSS-default"
148,"D on H","conditioned","d on h","POSS","#ANY#","FloatingorClitic","POSS-default"
148,"Ø","default","Ø","S","#ANY#","Ø","S-default"
148,"H","conditioned","H","S","#ANY#","H","S-default"
148,"Ø","default","Ø","P","#ANY#","Ø","U-default"
148,"H","conditioned","H","P","#ANY#","H","U-default"
149,"H","conditioned","H","POSS","N-inal","H","POSS-default"
149,"2","default","H+D","A","#ANY#","2","A-default"
149,"D","default","D","POSS","#ANY#","D","POSS-default"
149,"2","default","H+D","S","#ANY#","2","S-default"
149,"2","default","H+D","P","#ANY#","2","U-default"
149,"Ø","default","Ø","ATTR","#ANY#","Ø","ATTR-default"
150,"H","default","H","A","#ANY#","H","A-default"
150,"H","default","H","POSS","#ANY#","H","POSS-default"
150,"H","default","H","S","#ANY#","H","S-default"
150,"2","default","H+d","P","#ANY#","H","U-default"
150,"D","default","D","ATTR","#ANY#","D","ATTR-default"
154,"Ø","default","Ø","POSS","N","Ø","POSS-default"
154,"H","conditioned","H","POSS","Pro","H","POSS-default"
154,"2","default","H+D","A","#ANY#","2","A-default"
154,"2","default","H+D","P","#ANY#","2","B-default"
154,"2","default","H+D","S","#ANY#","2","S-default"
154,"D","default","D","P","#ANY#","D","T-default"
154,"2","default","H+D","P","#ANY#","2","U-default"
156,"H","default","H","A","#ANY#","H","A-default"
156,"H","default","H","POSS","#ANY#","H","POSS-default"
156,"H","default","H","P","#ANY#","H","U-default"
156,"H","default","H","S","#ANY#","H","S-default"
156,"Ø","default","Ø","ATTR","#ANY#","Ø","ATTR-default"
157,"Ø","default","Ø","S","N","Ø","S-default"
157,"Ø","default","Ø","A","N","Ø","A-default"
157,"H","conditioned","H","A","Pro","H","A-default"
157,"H","conditioned","H","S","Pro","H","S-default"
157,"Ø","default","Ø","P","#ANY#","Ø","B-default"
157,"Ø","default","Ø","POSS","#ANY#","Ø","POSS-default"
157,"Ø","default","Ø","P","#ANY#","Ø","U-default"
157,"Ø","default","Ø","ATTR","#ANY#","Ø","ATTR-default"
159,"H","default","h","P","N-hum","H","U-default"
159,"H","default","H","A","#ANY#","H","A-default"
159,"H","default","H","POSS","#ANY#","H","POSS-default"
159,"H","default","H","S","#ANY#","H","S-default"
159,"2","default","H+D","ATTR","#ANY#","2","ATTR-default"
162,"D","default","D","A","#ANY#","D","A-default"
162,"D","default","D","P","#ANY#","D","B-default"
162,"D","default","D","POSS","#ANY#","D","POSS-default"
162,"D","default","D","P","#ANY#","D","U-default"
162,"D","default","D","S","#ANY#","D","S-default"
163,"D","default","D","A","#ANY#","D","A-default"
163,"Ø","conditioned","Ø","A","#ANY#","Ø","A-default"
163,"D","default","D","POSS","#ANY#","D","POSS-default"
163,"D","default","D","P","#ANY#","D","B-default"
163,"Ø","conditioned","Ø","S","#ANY#","Ø","S-default"
163,"D","default","D","S","#ANY#","D","S-default"
163,"D","default","DD","ATTR","#ANY#","D","ATTR-default"
163,"Ø","default","Ø","P","#ANY#","Ø","U-default"
165,"H","conditioned","H","POSS","N-kin","H","POSS-default"
165,"H","default","H","A","#ANY#","H","A-default"
165,"H","default","H","S","#ANY#","H","S-default"
165,"H","default","H","P","#ANY#","H","U-default"
165,"H","default","H","P","#ANY#","H","B-default"
165,"D","default","DD","POSS","#ANY#","D","POSS-default"
165,"D","default","D","ATTR","#ANY#","D","ATTR-default"
165,"Ø","conditioned","Ø","P","#ANY#","Ø","U-default"
167,"2","default","H+D","A","#ANY#","2","A-default"
167,"2","default","H+D","POSS","#ANY#","2","POSS-default"
167,"2","default","h+D","P","#ANY#","D","U-default"
167,"2","default","H+D","S","#ANY#","2","S-default"
167,"D","default","D","ATTR","#ANY#","D","ATTR-default"
168,"2","default","H+D","A","#ANY#","2","A-default"
168,"2","default","H+D","S","#ANY#","2","S-default"
168,"H","conditioned","H","POSS","#ANY#","H","POSS-default"
168,"D","default","D","POSS","#ANY#","D","POSS-default"
168,"D","default","D","P","#ANY#","D","U-default"
169,"2","default","H+D","A","#ANY#","2","A-default"
169,"2","default","H+D","A","#ANY#","2","A-exp"
169,"D","default","D","P","#ANY#","D","B-default"
169,"2","default","h+D","P","#ANY#","D","T-emp"
169,"D","default","D","P","#ANY#","D","U-default"
169,"2","default","H+D","S","#ANY#","2","S-default"
169,"D","default","D","P","#ANY#","D","T-default"
169,"2","default","H+D","P","#ANY#","2","U-stim"
169,"2","default","h+D","P","#ANY#","D","U-emp"
170,"2","default","F+d","A","#ANY#","FloatingorClitic","A-default"
170,"D","default","D","POSS","#ANY#","D","POSS-default"
170,"2","default","F+d","S","#ANY#","FloatingorClitic","S-default"
170,"Ø","conditioned","Ø","POSS","#ANY#","Ø","POSS-default"
170,"F","default","F","P","#ANY#","FloatingorClitic","U-default"
171,"Ø","default","Ø","A","#ANY#","Ø","A-default"
171,"D","default","d","POSS","#ANY#","D","POSS-default"
171,"Ø","default","Ø","S","#ANY#","Ø","S-default"
171,"D","default","d","P","#ANY#","D","T-default"
171,"Ø","default","Ø","ATTR","#ANY#","Ø","ATTR-default"
171,"D","default","d","P","#ANY#","D","U-default"
173,"H","conditioned","H","POSS","N-inal","H","POSS-default"
173,"2","default","H+D","POSS","N-alien","2","POSS-default"
173,"2","default","H+D","A","#ANY#","2","A-default"
173,"D","default","D","P","#ANY#","D","B-default"
173,"2","default","H+D","S","#ANY#","2","S-default"
173,"2","default","H+D","P","#ANY#","2","U-default"
173,"D","default","D","ATTR","#ANY#","D","ATTR-default"
175,"D","default","D","P","#ANY#","D","B-default"
175,"Ø","default","Ø","A","#ANY#","Ø","A-default"
175,"D","default","DD","POSS","#ANY#","D","POSS-default"
175,"Ø","default","Ø","S","#ANY#","Ø","S-default"
175,"D","conditioned","D","POSS","#ANY#","D","POSS-default"
175,"D","default","D","P","#ANY#","D","U-default"
176,"H","default","H","A","#ANY#","H","A-default"
176,"D","default","D","P","#ANY#","D","B-default"
176,"H","default","H","S","#ANY#","H","S-default"
176,"H","default","H","POSS","#ANY#","H","POSS-default"
176,"Ø","default","Ø","ATTR","#ANY#","Ø","ATTR-default"
176,"2","default","H+d","P","#ANY#","H","U-def"
177,"Ø","default","Ø","P","N","Ø","U-default"
177,"Ø","default","Ø","A","N","Ø","A-default"
177,"D","default","D","POSS","N","D","POSS-default"
177,"Ø","default","Ø","S","N","Ø","S-default"
177,"D","default","D","P","N","D","B-default"
177,"H","conditioned","H","A","Pro","H","A-default"
177,"H","conditioned","H","POSS","Pro","H","POSS-default"
177,"H","conditioned","H","P","Pro","H","B-default"
177,"H","conditioned","H","P","Pro","H","U-default"
177,"H","conditioned","H","S","Pro","H","S-default"
177,"H","conditioned","H","POSS","N-inal","H","POSS-default"
177,"Ø","default","Ø","ATTR","#ANY#","Ø","ATTR-default"
178,"H","default","H","POSS","N","H","POSS-default"
178,"D","conditioned","D","POSS","Pro","D","POSS-default"
178,"2","default","H+d","A","#ANY#","H","A-default"
178,"Ø","conditioned","Ø","POSS","#ANY#","Ø","POSS-default"
178,"2","default","H+d","S","#ANY#","H","S-default"
178,"H","default","H","P","#ANY#","H","U-default"
179,"2","conditioned","H+D","POSS","N-inal","2","POSS-default"
179,"D","default","D","A","#ANY#","D","A-default"
179,"D","default","D","P","#ANY#","D","B-default"
179,"D","default","D","POSS","#ANY#","D","POSS-default"
179,"D","default","D","S","#ANY#","D","S-default"
179,"D","default","D","P","#ANY#","D","U-default"
180,"2","conditioned","H+d","P","Pro","H","B-default"
180,"H","default","H","A","#ANY#","H","A-default"
180,"2","conditioned","H+d","A","#ANY#","H","A-default"
180,,"default",,"P","#ANY#",,"B-default"
180,"H","default","H","S","#ANY#","H","S-default"
180,"H","default","H","POSS","#ANY#","H","POSS-default"
180,"2","conditioned","H+d","S","#ANY#","H","S-default"
180,"2","conditioned","H+d","P","#ANY#","H","U-default"
180,"H","default","H","P","#ANY#","H","U-default"
180,"Ø","conditioned","Ø","ATTR","#ANY#","Ø","ATTR-default"
180,"F","default","F","ATTR","#ANY#","FloatingorClitic","ATTR-default"
181,"D","conditioned","D","POSS","Pro","D","POSS-default"
181,"H","conditioned","H","POSS","N-inal","H","POSS-default"
181,"Ø","default","Ø","POSS","N-alien","Ø","POSS-default"
181,"H","default","H","A","#ANY#","H","A-default"
181,"D","default","D","P","#ANY#","D","B-default"
181,"H","default","H","S","#ANY#","H","S-default"
181,"H","default","H","P","#ANY#","H","U-default"
184,"Ø","default","Ø","P","N","Ø","U-default"
184,"D","conditioned","D","P","Pro","D","U-default"
184,"2","conditioned","H+D","S","Pro","2","S-default"
184,"2","conditioned","H+D","A","Pro","2","A-default"
184,"H","default","H","A","#ANY#","H","A-default"
184,"H","default","H","POSS","#ANY#","H","POSS-default"
184,"H","default","H","S","#ANY#","H","S-default"
186,"Ø","default","Ø","POSS","N","Ø","POSS-default"
186,"F","conditioned","F","POSS","Pro","FloatingorClitic","POSS-default"
186,"H","default","H","A","#ANY#","H","A-default"
186,"D","default","D","P","#ANY#","D","B-default"
186,"H","default","H","S","#ANY#","H","S-default"
186,"Ø","default","Ø","P","#ANY#","Ø","U-default"
186,"Ø","default","Ø","ATTR","#ANY#","Ø","ATTR-default"
188,"H","conditioned","H","POSS","Pro","H","POSS-default"
188,"D","default","D","A","#ANY#","D","A-default"
188,"D","default","D","POSS","#ANY#","D","POSS-default"
188,"D","default","D","S","#ANY#","D","S-default"
188,"D","default","D","ATTR","#ANY#","D","ATTR-default"
188,"Ø","conditioned","Ø","ATTR","#ANY#","Ø","ATTR-default"
188,"D","default","D","P","#ANY#","D","U-default"
191,"2","default","H+D","A","#ANY#","2","A-default"
191,"D","default","D","P","#ANY#","D","B-default"
191,"H","conditioned","H","POSS","#ANY#","H","POSS-default"
191,"2","default","H+D","P","#ANY#","2","U-default"
191,"D","default","D","POSS","#ANY#","D","POSS-default"
191,"2","default","H+D","S","#ANY#","2","S-default"
192,"H","default","H","A","#ANY#","H","A-default"
192,"H","default","H","P","#ANY#","H","B-default"
192,"H","default","H","P","#ANY#","H","U-default"
192,"H","default","H","S","#ANY#","H","S-default"
192,"D","default","D","P","#ANY#","D","T-default"
193,"2","default","H+D","A","#ANY#","2","A-default"
193,"D","default","D","P","#ANY#","D","B-default"
193,"D","default","D","POSS","#ANY#","D","POSS-default"
193,"H","conditioned","H","POSS","#ANY#","H","POSS-default"
193,"2","default","H+D","S","#ANY#","2","S-default"
193,"D","default","D","P","#ANY#","D","U-default"
196,"2","default","H+d","A","#ANY#","H","A-default"
196,"Ø","default","Ø","POSS","#ANY#","Ø","POSS-default"
196,"2","default","H+d","P","#ANY#","H","U-default"
196,"2","default","H+d","S","#ANY#","H","S-default"
197,"2","default","H+D","A","#ANY#","2","A-default"
197,"D","default","D","P","#ANY#","D","B-default"
197,"2","default","H+D","S","#ANY#","2","S-default"
197,"D","default","D","POSS","#ANY#","D","POSS-default"
197,"Ø","conditioned","Ø","POSS","#ANY#","Ø","POSS-default"
197,"D","default","D","P","#ANY#","D","U-default"
198,"H","default","H","A","#ANY#","H","A-default"
198,,"default","H/D","POSS","#ANY#","2","POSS-default"
198,"H","conditioned","H","POSS","#ANY#","H","POSS-default"
198,"H","default","H","S","#ANY#","H","S-default"
198,"H","default","H","P","#ANY#","H","U-default"
199,"Ø","default","Ø","A","#ANY#","Ø","A-default"
199,"D on H","conditioned","D on H","P","#ANY#","FloatingorClitic","B-default"
199,"D","default","D","P","#ANY#","D","B-default"
199,"D","default","d","POSS","#ANY#","D","POSS-default"
199,"D on H","conditioned","h+d on h","POSS","#ANY#","FloatingorClitic","POSS-default"
199,"Ø","default","Ø","S","#ANY#","Ø","S-default"
199,"D on H","conditioned","D on H","P","#ANY#","FloatingorClitic","T-default"
199,"D","default","D","P","#ANY#","D","U-default"
199,"D on H","conditioned","D on H","P","#ANY#","FloatingorClitic","U-default"
199,"D","default","D","P","#ANY#","D","T-default"
199,"Ø","default","Ø","ATTR","#ANY#","Ø","ATTR-default"
200,"H","default","H","A","#ANY#","H","A-default"
200,"H","default","H","P","#ANY#","H","B-default"
200,"H","default","H","POSS","#ANY#","H","POSS-default"
200,"H","default","H","P","#ANY#","H","U-default"
200,"F","default","F","ATTR","#ANY#","FloatingorClitic","ATTR-default"
200,"H","default","H","S","#ANY#","H","S-default"
201,"2","default","H+D","A","#ANY#","2","A-default"
201,"D","default","D","P","#ANY#","D","B-default"
201,"H","default","H","POSS","#ANY#","H","POSS-default"
201,"2","default","H+D","S","#ANY#","2","S-default"
201,"D","default","D","P","#ANY#","D","U-default"
201,"Ø","default","Ø","ATTR","#ANY#","Ø","ATTR-default"
202,"H","default","H","A","#ANY#","H","A-default"
