LID,Glottocode,Language,ISO639_3,LanguageAlternativeNames,Stock,StockAlternativeName,MacroQuasiStock,QuasiStock,MajorBranch,SubBranch,SubSubBranch,LowestSubBranch,Genesis,Longitude,Latitude,LocalRegion,IsNearProtoHomeland,Modality,Subsistence,OriginContinent,Continent,Area,Macrocontinent
2698,nucl1620,Wahgi,wgi,Wahgi,Chimbu-Wahgi,,Trans New Guinea,East New Guinea Highlands,Wahgi,,,,,144.72,-5.83,,,,,Pacific,NG and Oceania,Interior New Guinea,Pacific
2699,wall1257,Wallisian,wls,"Wallisian, Uvea, East Uvea",Austronesian,,,,Malayo-Polynesian,Oceanic,Central Pacific,Eastern Fijian-Polynesian linkage,,-176.2,-13.3,,,,,Eurasia,NG and Oceania,Oceania,Pacific
2700,wamp1249,Massachusett,wam,"Massachusett, Massachusett, Massachusetts, Natick, Wampanoag",Algic,,,,Algonquian,,,,,-71,42.5,,,,not hg,North America,E N America,E North America,Americas
2701,wapi1253,Wapishana,wap,Wapishana,Arawakan,Maipurean,,,,,,,,-60,2.67,,,,,South America,S America,NE South America,Americas
2702,wage1238,Wagiman,waq,Wagiman,Gunwingguan,,,Macro-Pama-Nyungan,,,,,,131.25,-14,,,,hg,Australia,Australia,N Australia,Pacific
2703,waur1244,Waurá,wau,Waurá,Arawakan,,,,Xingu (S. Brasilian),,,,,-53.5,-12.5,,,,,South America,S America,NE South America,Americas
2704,waiw1244,Wai Wai,waw,Wai Wai,Cariban,Carib,,,,,,,,-59,1,,,,not hg,South America,S America,NE South America,Americas
2705,wata1253,Watam,wax,Watam,Lower Sepik - Ramu,,,Torricelli-Lower Sepik,Lower Ramu,Watam-Gamay-Awar,Watam-Kaian,,,144.5,-3.92,,,,not hg,Pacific,NG and Oceania,N Coast New Guinea,Pacific
2706,waya1269,Wayana,way,Wayana,Cariban,Carib,,,,,,,,-54.17,3.25,,,,,South America,S America,NE South America,Americas
2707,wola1242,Wolaytta,wal,Wolaytta,Omotic,,,Afroasiatic,,,,,,37.75,6.83,,,,,Africa,Africa,Greater Abyssinia,Africa
2708,alag1248,Alagwa,wbj,Alagwa,Cushitic,,,Afroasiatic,Southern Cushitic,,,,,35.75,-5.5,,,,,Africa,Africa,S Africa,Africa
2709,west2370,Wakhi (Wakhan),wbl,Wakhi,Indo-European,,,Indo-Uralic,Indo-Iranian,Iranian,Southeast Iranian,,,72,36.5,Himalaya,,,,Eurasia,S/SE Asia,Indic,Eurasia
2710,waja1257,Watjarri,wbv,"Wadjari, Wajarri, Wadjeri, Watjarri",Pama-Nyungan,,,Macro-Pama-Nyungan,Southwestern Pama-Nyungan,Kartu,,,,117.5,-26,,,,hg,Australia,Australia,S Australia,Pacific
2711,yano1262,Yanomámi,wca,Yanomámi,Yanomaman,,,,,,,,,-63,2.33,,,,hg,South America,S America,NE South America,Americas
2712,wadj1254,Bachamal,wdj,Bachamal,Anson Bay,,,,,,,,,130.17,-13.17,,,,,Australia,Australia,N Australia,Pacific
2713,weda1241,Wedau,wed,Wedau,Austronesian,,,,Malayo-Polynesian,Oceanic,Western Oceanic linkage,Papuan Tip,,150.17,-10.17,,,,,Eurasia,NG and Oceania,S New Guinea,Pacific
2714,lowe1385,Sorbian (Lower),dsb,"Sorbian (Lower), Niedersorbisch, Bas Sorabe, Wendish, Lusatian, Lower Lusatian, Dolnoserbski, Delnoserbski",Indo-European,,,Indo-Uralic,Balto-Slavic,Slavic,West Slavic,,,14.33,51.75,,,,,Eurasia,W and SW Eurasia,Europe,Eurasia
2715,weme1239,Wéménugbé,wem,Wéménugbé,Kwa,,Niger-Kordofanian,Niger-Congo,Gbe,,,,,2.5,6.67,,,,,Africa,Africa,African Savannah,Africa
2716,uppe1395,Sorbian (Upper),hsb,Sorbian (Upper),Indo-European,,,Indo-Uralic,Balto-Slavic,Slavic,West Slavic,,,14.5,51.83,,,,,Eurasia,W and SW Eurasia,Europe,Eurasia
2717,west2356,German (Westphalian),wep,German (Westphalian),Indo-European,,,Indo-Uralic,Germanic,West Germanic,,,,7.5,52,,,,,Eurasia,W and SW Eurasia,Europe,Eurasia
2718,weri1253,Weri,wer,Weri,Goilalan,,Trans New Guinea,Southeast Papuan,,,,,,146.92,-7.75,,,,,Pacific,NG and Oceania,S New Guinea,Pacific
2719,warr1255,Warrgamay,wgy,Warrgamay,Pama-Nyungan,,,Macro-Pama-Nyungan,Dyirbalic,,,,,146.08,-18.58,,,,hg,Australia,Australia,N Australia,Pacific
2720,sout2797,Toussian (Win),wib,Toussian (Win),Gur,,Niger-Kordofanian,Niger-Congo,North Gur,,,,,-4.67,10.83,,,,,Africa,Africa,African Savannah,Africa
2721,wikn1245,Wik Ngathana,wig,Wik Ngathana,Pama-Nyungan,,,Macro-Pama-Nyungan,Paman,Northern Pama,,,,141.5,-13.92,,,,hg,Australia,Australia,N Australia,Pacific
2722,wikm1247,Wik Munkan,wim,Wik Munkan,Pama-Nyungan,,,Macro-Pama-Nyungan,Paman,Northern Pama,,,,141.75,-13.92,,,,hg,Australia,Australia,N Australia,Pacific
2723,wira1265,Wirangu,wiw,Wirangu,Pama-Nyungan,,,Macro-Pama-Nyungan,Southwestern Pama-Nyungan,Yura,,,,134,-32,,,,hg,Australia,Australia,S Australia,Pacific
2724,kunb1251,Gunbalang,wlg,"Gunbalang, Kunbarlang",Gunwingguan,,,Macro-Pama-Nyungan,,,,,,134,-12,,,,hg,Australia,Australia,N Australia,Pacific
2725,woli1241,Wolio,wlo,Wolio,Austronesian,,,,Malayo-Polynesian,Western Malayo-Polynesian non-clade,,,,122.75,-5.5,,,,,Eurasia,NG and Oceania,Oceania,Pacific
2726,wels1247,Welsh,cym,Welsh,Indo-European,,,Indo-Uralic,Italic-Celtic,Celtic,,,,-3,52,,,,,Eurasia,W and SW Eurasia,Europe,Eurasia
2727,wamb1259,Wambon,wms,Wambon,Macro-Ok,,,,Awyu-Dumut,Dumut,,,,140.42,-5.5,,,,not hg,Pacific,NG and Oceania,S New Guinea,Pacific
2728,walm1241,Walmatjari,wmt,"Walmatjari, Walmajarri, Pililuna, Walmajiri, Walmatjari, Walmatjiri, Wolmeri",Pama-Nyungan,,,Macro-Pama-Nyungan,Southwestern Pama-Nyungan,Ngumbin,,,,125.75,-19.5,,,,hg,Australia,Australia,S Australia,Pacific
2729,want1252,Wantoat,wnc,Wantoat,Finisterre-Huon,,Trans New Guinea,,Finisterre,Wantoat,,,,146.5,-6.17,,,,,Pacific,NG and Oceania,N Coast New Guinea,Pacific
2730,tyar1236,Tyeraity,woa,Tyeraity,Northern Daly,,,,,,,,,130.33,-13,,,,hg,Australia,Australia,N Australia,Pacific
2731,weno1238,Wobe,wob,Wobe,Kru,,Niger-Kordofanian,Niger-Congo,West Kru,,,,,-7.33,7.42,,,,,Africa,Africa,African Savannah,Africa
2732,wole1240,Woleaian,woe,Woleaian,Austronesian,,,,Malayo-Polynesian,Oceanic,Micronesian,,,143.83,7.33,,,,,Eurasia,NG and Oceania,Oceania,Pacific
2733,woga1249,Wogamusin,wog,Wogamusin,Sepik,,,,Wogamusin-Chenapian,,,,,142.33,-4.25,,,,not hg,Pacific,NG and Oceania,N Coast New Guinea,Pacific
2734,kama1365,Woisika,woi,"Woisika, Kamang",Timor-Alor-Pantar,,,,Alor-Pantar,Alor,,,,124.83,-8.25,,,,,Pacific,NG and Oceania,Oceania,Pacific
2735,nucl1347,Wolof,wol,Wolof,North Atlantic,,Niger-Kordofanian,Macro-Niger-Congo,,,,,,-16,15.25,,,,,Africa,Africa,African Savannah,Africa
2736,hang1263,Hanga Hundi,wos,Hanga Hundi,Sepik,,,,Middle Sepik (Ndu),,,,,142.92,-3.83,,,,not hg,Pacific,NG and Oceania,N Coast New Guinea,Pacific
2737,warl1256,Warluwara,wrb,Warluwara,Pama-Nyungan,,,Macro-Pama-Nyungan,Southwestern Pama-Nyungan,Ngayardic,,,,138.5,-22,,,,hg,Australia,Australia,S Australia,Pacific
2738,waru1264,Warrungu,wrg,"Warrungu, Gudjala, Gugu-Badhun, Warrongo",Pama-Nyungan,,,Macro-Pama-Nyungan,Maric,,,,,145,-18,,,,,Australia,Australia,N Australia,Pacific
2739,waro1242,Waropen,wrp,Waropen,Austronesian,,,,Malayo-Polynesian,South Halmahera-Western New Guinea (SHWNG),,,,136.58,-2.33,,,,hg,Eurasia,NG and Oceania,N Coast New Guinea,Pacific
2740,wara1300,Waray-Waray,war,Waray-Waray,Austronesian,,,,Malayo-Polynesian,Western Malayo-Polynesian non-clade,,,,125,12,,,,,Eurasia,S/SE Asia,Oceania,Eurasia
2741,bert1248,Berta,wti,Berta,Berta,,,,,,,,,35.5,8.85,,,,,Africa,Africa,Greater Abyssinia,Africa
2742,wuch1236,Wu,wuu,"Wu, Changzhou, Shanghai",Sino-Tibetan,,,,Sinitic,Central Sinitic,,,,119.92,31.67,,,,,Eurasia,S/SE Asia,Southeast Asia,Eurasia
2743,wyan1247,Wyandot,wya,Wyandot,Iroquoian,,,,Northern Iroquoian,Five Nations-Huronian-Susquehannock (Proto-Lake Iroquoian),Huron-Wyandot,,,-77.5,44.33,,,,,North America,E N America,E North America,Americas
2744,west2519,Fijian (Wayan),wyy,Fijian (Wayan),Austronesian,,,,Malayo-Polynesian,Oceanic,Central Pacific,Western Fijian linkage,,177.3,-17,,,,,Eurasia,NG and Oceania,Oceania,Pacific
2745,xamm1241,|Xam,xam,/Xam,!Ui-Taa,,,,!Ui,,,,,21,-31,,,,hg,Africa,Africa,S Africa,Africa
2746,kama1351,Kamass,xas,Kamass,Uralic,,,Indo-Uralic,Samoyedic,Southern (Samoyedic),,,,92,52,,,,,Eurasia,N-C Asia,Inner Asia,Eurasia
2747,xava1240,Xavante,xav,"Xavante, A’uwe Uptabi, A’we, Akuên, Akwen, Chavante, Crisca, Pusciti, Shavante, Tapacua, Xavánte",Macro-Ge,,,,Ge,Amazonian Ge,Central Ge,,,-52.5,-15,,,,hg,South America,S America,NE South America,Americas
2748,xere1240,Xerénte,xer,"Sherente,Xerénte",Macro-Ge,,,,Ge,Amazonian Ge,Central Ge,,,-48.17,-10,,,,,South America,S America,NE South America,Americas
2749,keny1241,Sign Language Kenyan,xki,Sign Language Kenyan,Sign Language Kenyan,,,,,,,,,38,0,,,signed,,Africa,Africa,S Africa,Africa
2750,kaba1276,Kabatei,xkp,Kabatei,Indo-European,,,Indo-Uralic,Indo-Iranian,Iranian,Northwest Iranian,,,49.42,36.75,,,,,Eurasia,W and SW Eurasia,Greater Mesopotamia,Eurasia
2751,saki1248,Mekens,skf,"Mekens, Mekem, Mequem, Mequens, Mequen, Sakirabiá",Tupian,,,,Tupari,,,,,-62.09,-13.05,,,,,South America,S America,NE South America,Americas
2752,ming1252,Mingrelian,xmf,Mingrelian,Kartvelian,,,,Georgian-Zan,Zan,,,,42,42.5,Caucasus,,,,Eurasia,W and SW Eurasia,Greater Mesopotamia,Eurasia
2753,mala1481,Manadonese,xmm,Manadonese,Austronesian,,,,Malayo-Polynesian,Western Malayo-Polynesian non-clade,,,,124.83,1.5,,,,,Eurasia,NG and Oceania,Oceania,Pacific
2754,xhos1239,Xhosa,xho,Xhosa,Benue-Congo,,Niger-Kordofanian,Niger-Congo,Bantoid,Bantu (narrow),,,,27,-32,,,,,Africa,Africa,S Africa,Africa
2755,krah1246,Krahô,xra,"Kraô, Craô, Krahô",Macro-Ge,,,,Ge,Amazonian Ge,Northern Ge,,,-48,-8,,,,,South America,S America,NE South America,Americas
2756,keoo1238,Ke'o,xxk,Ke'o,Austronesian,,,,Malayo-Polynesian,Central Malayo-Polynesian non-clade,,,,121.25,-8.83,,,,,Eurasia,NG and Oceania,Oceania,Pacific
2757,yami1256,Yaminahua,yaa,Yaminahua,Pano-Tacanan,,,,Panoan,,,,,-73,-8,,,,,South America,S America,NE South America,Americas
2758,pume1238,Yaruro,yae,"Yaruro, Pumé",Yaruro,,,,,,,,,-68,7,,,,hg,South America,S America,NE South America,Americas
2759,yaka1269,Yaka,yaf,Yaka,Benue-Congo,,Niger-Kordofanian,Niger-Congo,Bantoid,Bantu (narrow),,,,17.5,-7,,,,,Africa,Africa,S Africa,Africa
2760,yama1264,Yahgan,yag,"Yamana, Yaghan, Yámana, Yagán,Yahgan, Tequenica, Yapoo",Yahgan,"Yagan, Yahgan, Yamana",,,,,,,,-68,-55,,,,hg,South America,S America,SE South America,Americas
2761,yazg1240,Yazgulyam,yah,Yazgulyam,Indo-European,,,Indo-Uralic,Indo-Iranian,Iranian,Southeast Iranian,,,71.5,38.5,Himalaya,,,,Eurasia,S/SE Asia,Indic,Eurasia
2762,yagn1238,Yaghnobi,yai,Yaghnobi,Indo-European,,,Indo-Uralic,Indo-Iranian,Iranian,Northeast Iranian,,,69,39,,,,,Eurasia,S/SE Asia,Indic,Eurasia
2763,yamb1251,Yamba,yam,Yamba,Benue-Congo,,Niger-Kordofanian,Niger-Congo,Bantoid,,,,,11.08,6.42,,,,,Africa,Africa,African Savannah,Africa
2764,yaoo1241,Yao (in Malawi),yao,Yao (in Malawi),Benue-Congo,,Niger-Kordofanian,Niger-Congo,Bantoid,Bantu (narrow),,,,35.5,-14.5,,,,,Africa,Africa,S Africa,Africa
2765,nugu1242,Gunu,yas,"Gunu, Yambasa",Benue-Congo,,Niger-Kordofanian,Niger-Congo,Bantoid,Bantu (narrow),,,,11.25,4.58,,,,,Africa,Africa,African Savannah,Africa
2766,west2402,Saryg Yughur,ybe,"Western/Yellow Yugur/Uyghur/UIGHUR, SARYGH/SARI/Sary UYGUR/UIGHUR/YOGUR, YA LU, YUKU/YUGU,Saryg Yughur",Turkic,,,Altaic,Common Turkic,Northern Turkish,,,,99.75,38.75,,,,,Eurasia,N-C Asia,Inner Asia,Eurasia
2767,yucu1253,Yucuna,ycn,Yucuna,Arawakan,Maipurean,,,,,,,,-71,-0.75,,,,,South America,S America,NE South America,Americas
2768,taro1263,Tarok,yer,Tarok,Benue-Congo,,Niger-Kordofanian,Niger-Congo,Platoid,,,,,10.08,9,,,,,Africa,Africa,African Savannah,Africa
2769,yeyi1239,Yeyi,yey,Yeyi,Benue-Congo,,Niger-Kordofanian,Niger-Congo,Bantoid,Bantu (narrow),,,,23.5,-20,,,,,Africa,Africa,S Africa,Africa
2770,ying1247,Yingkarta,yia,Yinggarda,Pama-Nyungan,,,Macro-Pama-Nyungan,Southwestern Pama-Nyungan,Kartu,,,,114.83,-25.17,,,,hg,Australia,Australia,S Australia,Pacific
2771,sich1238,Sichuan Yi,iii,"Yi, Sichuan Yi",Sino-Tibetan,,,,Lolo-Burmese,Loloish,Northern Loloish,,,104,24,,,,,Eurasia,S/SE Asia,Southeast Asia,Eurasia
2772,kweg1241,Koegu,xwg,"Koegu, Koegu, Kwegi, Bacha, Menja, Nidi, Kwegu",Surmic,,Core Nilo-Saharan,Eastern Sudanic,,,,,,36.08,7,,,,hg,Africa,Africa,Greater Abyssinia,Africa
2773,yind1247,Yindjibarndi,yij,Yindjibarndi,Pama-Nyungan,,,Macro-Pama-Nyungan,Southwestern Pama-Nyungan,Ngayardic,,,,117.92,-21.75,,,,hg,Australia,Australia,S Australia,Pacific
2774,xish1235,Lalo,ywt,Lalo,Sino-Tibetan,,,,Lolo-Burmese,Loloish,Central Loloish,Western Yi,,100.25,25,,,,,Eurasia,S/SE Asia,Southeast Asia,Eurasia
2775,yiry1245,Yir Yiront,yiy,"Yir Yiront, Gwandera, Jir Joront, Kokomindjen, Mandjoen, Millera, Mind’jana, Mundjun, Myunduno, Yir Yiront",Pama-Nyungan,,,Macro-Pama-Nyungan,Paman,Southwest Pama,,,,141.83,-14.83,,,,hg,Australia,Australia,N Australia,Pacific
2776,yaka1277,Yakan,yka,Yakan,Austronesian,,,,Malayo-Polynesian,Western Malayo-Polynesian non-clade,,,,122,6.5,,,,,Eurasia,S/SE Asia,Oceania,Eurasia
2778,yako1252,Yakoma,yky,Yakoma,Adamawa-Ubangi,,Niger-Kordofanian,Niger-Congo,,,,,,18.42,4.42,,,,,Africa,Africa,S Africa,Africa
2779,yele1255,Yelî Dnye,yle,"Yele,Yelî Dnye",Yelî Dnye,,,Yele-West New Britain,,,,,,154.17,-11.37,,TRUE,,,Pacific,NG and Oceania,S New Guinea,Pacific
2780,yill1241,Yil,yll,Yil,Torricelli,,,Torricelli-Lower Sepik,Wapei-Palei,,,,,142.15,-3.53,,,,,Pacific,NG and Oceania,N Coast New Guinea,Pacific
2781,nyal1254,Nyalayu,yly,"Nyâlayu, Nyelâyu, Nyalayu",Austronesian,,,,Malayo-Polynesian,Oceanic,Southern Oceanic linkage,Southern Melanesian,,164.33,-20.33,,,,,Eurasia,NG and Oceania,Oceania,Pacific
2782,yami1254,Yami,tao,Yami,Austronesian,,,,Malayo-Polynesian,Western Malayo-Polynesian non-clade,,,,121.5,22,,,,,Eurasia,S/SE Asia,Oceania,Eurasia
2783,yans1239,Yansi,yns,"Yansi, Yanzi",Benue-Congo,,Niger-Kordofanian,Niger-Congo,Bantoid,Bantu (narrow),,,,18,-3.83,,,,,Africa,Africa,S Africa,Africa
2784,kati1270,Kati (West Papua and Indonesia),bsh,Kati (West Papua and Indonesia),Macro-Ok,,,,Lowland Ok,,,,,140.92,-5.75,,,,,Pacific,NG and Oceania,S New Guinea,Pacific
2786,yape1248,Yapese,yap,Yapese,Austronesian,,,,Malayo-Polynesian,Oceanic,Yapese,,,138.17,9.58,,,,,Eurasia,NG and Oceania,Oceania,Pacific
2787,yare1248,Yareba,yrb,Yareba,Yareban,,Trans New Guinea,Southeast Papuan,,,,,,148.5,-9.5,,,,,Pacific,NG and Oceania,S New Guinea,Pacific
2788,sire1246,Yup’ik (Sirenik),ysr,"Yupik (Sirenik),Yup’ik (Sirenik)",Eskimo-Aleut,,,,Eskimoan,,,,,-174,64.5,,,,hg,North America,N-C Asia,N Coast Asia,Eurasia
2790,yuec1235,Cantonese,yue,"Cantonese, Yue",Sino-Tibetan,,,,Sinitic,Southern Sinitic,,,,113,23,,,,,Eurasia,S/SE Asia,Southeast Asia,Eurasia
2791,yuru1263,Yuruti,yui,Yuruti,Tucánoan,,,,,,,,,-70.42,1,,,,,South America,S America,NE South America,Americas
2792,yuki1243,Yuki,yuk,Yuki,Yuki-Wappo,,,,,,,,,-123.5,39.67,,,,hg,North America,W N America,California,Americas
2793,yulu1243,Yulu,yul,Yulu,Bongo-Bagirmi,,,Central Sudanic,,,,,,25.25,8.5,,,,,Africa,Africa,African Savannah,Africa
2794,quec1382,Quechan,yum,Quechan,Yuman,Yuman-Cochimí,,,,,,,,-114.33,32.83,,,,hg,North America,W N America,Basin and Plains,Americas
2795,yukp1241,Yukpa,yup,Yukpa,Cariban,Carib,,,,,,,,-72.75,10.17,,,,,South America,S America,NE South America,Americas
2796,yugh1239,Yugh,yuu,Yugh,Yeniseian,,,,,,,,,90,61,,,,hg,Eurasia,N-C Asia,Inner Asia,Eurasia
2797,sout2750,Yukagir (Kolyma),yux,"Yukaghir (Kolyma), Southern Yukagir, Yukagir",Yukagir,,,,,,,,,150.83,65.75,,TRUE,,hg,Eurasia,N-C Asia,Inner Asia,Eurasia
2798,east2337,Shira Yughur,yuy,Shira Yughur,Mongolic,Mongolian,,Altaic,,,,,,99,38,,,,,Eurasia,N-C Asia,Inner Asia,Eurasia
2799,yawu1244,Yawuru,ywr,Yawuru,Nyulnyulan,,,,,,,,,122.5,-18,,,,hg,Australia,Australia,N Australia,Pacific
2800,sier1250,Zapotec (Juárez),zaa,Zapotec (Juárez),Otomanguean,,,,Zapotecan,,,,,-96.58,17.5,,,,not hg,North America,C America,Mesoamerica,Americas
2801,sanj1284,Zapotec (San Lucas Quiaviní),zab,Zapotec (San Lucas Quiaviní),Otomanguean,,,,Zapotecan,,,,,-96.47,16.9,,,,not hg,North America,C America,Mesoamerica,Americas
2802,zand1248,Zande,zne,Zande,Adamawa-Ubangi,,Niger-Kordofanian,Niger-Congo,,,,,,26,4,,,,,Africa,Africa,S Africa,Africa
2803,yatz1235,Zapotec (Yatzachi),zav,Zapotec (Yatzachi),Otomanguean,,,,Zapotecan,,,,,-96.2,17.2,,,,not hg,North America,C America,Mesoamerica,Americas
2804,mitl1236,Zapotec (Mitla),zaw,Zapotec (Mitla),Otomanguean,,,,Zapotecan,,,,,-96.25,16.8,,,,not hg,North America,C America,Mesoamerica,Americas
2805,zays1235,Zayse,zay,Zayse,Omotic,,,Afroasiatic,,,,,,37.33,5.92,,,,,Africa,Africa,Greater Abyssinia,Africa
2806,zena1248,Zenaga,zen,Zenaga,Berber,,,Afroasiatic,,,,,,-16,17.33,,,,,Africa,Africa,African Savannah,Africa
2807,zima1244,Zimakani,zik,Zimakani,Marind,,Trans New Guinea,,,,,,,141.43,-7.43,,,,hg,Pacific,NG and Oceania,S New Guinea,Pacific
2808,marg1253,Margany,zmc,Margany,Pama-Nyungan,,,Macro-Pama-Nyungan,Maric,,,,,144.5,-27,,,,hg,Australia,Australia,S Australia,Pacific
2809,nege1240,Malay (Ulu Muar),zmi,Malay (Ulu Muar),Austronesian,,,,Malayo-Polynesian,Western Malayo-Polynesian non-clade,Malayan / Malayic,,,102.5,2.67,,,,,Eurasia,S/SE Asia,Southeast Asia,Eurasia
2810,madn1237,Madngele,zml,"Madngele, Matngala",Eastern Daly,,,,,,,,,130.42,-13.83,,,,hg,Australia,Australia,N Australia,Pacific
2811,mitu1240,Mituku,zmq,Mituku,Benue-Congo,,Niger-Kordofanian,Niger-Congo,Bantoid,Bantu (narrow),,,,25.5,-1.67,,,,,Africa,Africa,S Africa,Africa
2812,mari1419,Maringarr,zmt,Maringarr,Western Daly,,,,,,,,,130,-14.25,,,,hg,Australia,Australia,N Australia,Pacific
2813,muru1266,Muruwari,zmu,Muruwari,Pama-Nyungan,,,Macro-Pama-Nyungan,,,,,,147,-28.75,,,,hg,Australia,Australia,S Australia,Pacific
2814,chim1300,Zoque (Chimalapa),zoh,Zoque (Chimalapa),Mixe-Zoque,,,,,,,,,-94.75,16.75,,,,,North America,C America,Mesoamerica,Americas
2815,rayo1235,Zoque (Rayon),zor,Zoque (Rayon),Mixe-Zoque,,,,,,,,,-93,17.08,,,,,North America,C America,Mesoamerica,Americas
2816,fran1266,Zoque (Francisco León),zos,Zoque (Francisco León),Mixe-Zoque,,,,,,,,,-93.25,17.33,,,,,North America,C America,Mesoamerica,Americas
2817,sout3005,Zapotec (Ixtlan),zpd,Zapotec (Ixtlan),Otomanguean,,,,Zapotecan,,,,,-96.5,17.25,,,,not hg,North America,C America,Mesoamerica,Americas
2818,sant1451,Zapotec (Quiegolani),zpi,Zapotec (Quiegolani),Otomanguean,,,,Zapotecan,,,,,-96.08,16.17,,,,not hg,North America,C America,Mesoamerica,Americas
2819,mixt1426,Zapotec (Mixtepec),zpm,Zapotec (Mixtepec),Otomanguean,,,,Zapotecan,,,,,-96.33,16.33,,,,not hg,North America,C America,Mesoamerica,Americas
2820,zoog1238,Zapotec (Zoogocho),zpq,Zapotec (Zoogocho),Otomanguean,,,,Zapotecan,,,,,-96.25,17.25,,,,not hg,North America,C America,Mesoamerica,Americas
2821,texm1235,Zapotec (Texmelucan),zpz,Zapotec (Texmelucan),Otomanguean,,,,Zapotecan,,,,,-97.17,16.5,,,,not hg,North America,C America,Mesoamerica,Americas
2822,zapa1253,Zaparo,zro,Zaparo,Zaparoan,,,,,,,,,-76.33,-2,,,,not hg,South America,S America,NE South America,Americas
2823,zaza1246,Zazaki,zza,Zazaki,Indo-European,,,Indo-Uralic,Indo-Iranian,Iranian,Northwest Iranian,,,41,39,,,,,Eurasia,W and SW Eurasia,Greater Mesopotamia,Eurasia
2824,clas1254,Tibetan (Classical),xct,Tibetan (Classical),Sino-Tibetan,,,,Bodic,Tibetan,Classical Tibetan,,,91.5,29.83,,,,,Eurasia,N-C Asia,Inner Asia,Eurasia
2826,darg1241,Dargi (standard),dar,"Dargwa, Dargintsy, Dargi",Nakh-Daghestanian,,,,Daghestanian,Dargic,,,,47.34,42.27,Caucasus,,,,Eurasia,W and SW Eurasia,Greater Mesopotamia,Eurasia
2828,aghu1253,Agul,agx,"Aghul,Agul",Nakh-Daghestanian,,,,Daghestanian,Lezgian,Samurian (core Lezgian),Western Samurian,,47.59,41.78,Caucasus,,,,Eurasia,W and SW Eurasia,Greater Mesopotamia,Eurasia
2829,gend1249,Gende,gaf,"Bundi, Gendeka, Gene, Gende",Eastern Highlands,,Trans New Guinea,East New Guinea Highlands,Gorokan,,,,,145.13,-5.67,,,,,Pacific,NG and Oceania,Interior New Guinea,Pacific
2830,tiko1237,Tikopia,tkp,Tikopia,Austronesian,,,,,,,,,168.82,-12.32,,,,,Eurasia,NG and Oceania,Oceania,Pacific
2831,anci1242,Greek (Ancient),grc,Greek (Ancient),Indo-European,,,Indo-Uralic,Greek-Armenian,Greek,Ancient Greek,,,23.77,39.35,,,,,Eurasia,W and SW Eurasia,Europe,Eurasia
2832,goth1244,Gothic,got,Gothic,Indo-European,,,Indo-Uralic,Germanic,East Germanic,,,,18.55,57.5,,,,,Eurasia,W and SW Eurasia,Europe,Eurasia
2833,olde1238,English (Old),ang,"Anglo-Saxon,English (Old)",Indo-European,,,Indo-Uralic,Germanic,West Germanic,,,,-1,52,,,,,Eurasia,W and SW Eurasia,Europe,Eurasia
2834,ugar1238,Ugaritic,uga,Ugaritic,Semitic,,,Afroasiatic,West Semitic,Central (West Semitic),South-Central Semitic,Canaanitic,,36.03,35.6,,,,,Africa,W and SW Eurasia,Greater Mesopotamia,Eurasia
2835,ngal1300,Ngala,nud,"Kara, Swagup, Sogap, Ngala",Sepik,,,,Middle Sepik (Ndu),,,,,142.33,-4.33,,,,not hg,Pacific,NG and Oceania,N Coast New Guinea,Pacific
2836,port1285,Port Sandwich,psw,Port Sandwich,Austronesian,,,,Malayo-Polynesian,Oceanic,Southern Oceanic linkage,Central Vanuatu linkage,,167.8,-16.42,,,,,Eurasia,NG and Oceania,Oceania,Pacific
2837,guga1239,Gugadj,ggd,Gugadj,Pama-Nyungan,,,Macro-Pama-Nyungan,Paman,Gugadj,,,,140.76,-17.51,,,,hg,Australia,Australia,N Australia,Pacific
2838,mari1417,Maramanandji,zmm,"Marimanindji, Maramarandji, Murinmanindji, Marimanindu,Maramanandji",Western Daly,,,,,,,,,130.71,-13.76,,,,,Australia,Australia,N Australia,Pacific
2839,beav1236,Beaver,bea,Beaver,Na-Dene,,,,Athabaskan,,,,,-116,56,,,,hg,North America,E N America,E North America,Americas
2840,jewi1240,Aramaic (Biblical),tmr,Aramaic (Biblical),Semitic,,,Afroasiatic,West Semitic,Central (West Semitic),Aramaic,Aramaic,,40.1,35.32,,TRUE,,,Africa,W and SW Eurasia,Greater Mesopotamia,Eurasia
2841,yoku1256,Yokuts (Valley),yok,Yokuts (Valley),Yokuts-Utian,,,California-Plateau Penutian,Yokutsan,,,,,-119.5,36,,,,,North America,W N America,California,Americas
2843,filo1235,Totonac (Filomeno Mata),tlp,Totonac (Filomena Mata),Totonac-Tepehuan,,,,,,,,,-97.68,20.2,,,,not hg,North America,C America,Mesoamerica,Americas
2845,dung1253,Dungan,dng,"Dungan, Tungan, Dzunyan, Huizu, Kwuizu, Zwn’jan",Sino-Tibetan,,,,Sinitic,,,,,74.46,42.53,,,,,Eurasia,N-C Asia,Inner Asia,Eurasia
2848,sawe1240,Saweru,swr,,West Papuan,,,,,,,Yapen,,136,-1.9,,,,,Pacific,NG and Oceania,N Coast New Guinea,Pacific
2849,nucl1634,Skou,skv,,Macro-Skou,Sko,,,,,,,,141.2,-2.4,,,,,Pacific,NG and Oceania,N Coast New Guinea,Pacific
